id,player,from,to,position,height,weight,birth_date,colleges
gaborbi01,Bill Gabor,1950,1955,G-F,180,170,1922-05-13,Syracuse
gabriwe01,Wenyen Gabriel,2020,2023,F,206,205,1997-03-26,Kentucky
gadzuda01,Dan Gadzuric,2003,2012,C,211,240,1978-02-02,UCLA
gaffoda01,Daniel Gafford,2020,2023,F,208,234,1998-10-01,Arkansas
gaide01,Deng Gai,2006,2006,F,206,250,1982-03-22,Fairfield
gaineel01,Elmer Gainer,1948,1950,F-C,198,195,1918-11-22,DePaul
gainebi01,Bill Gaines,1969,1969,G,193,185,1946-03-10,Texas A&M University-Commerce
gaineco01,Corey Gaines,1989,1995,G,190,195,1965-06-01,"UCLA, Loyola Marymount"
gainere01,Reece Gaines,2004,2006,G,198,205,1981-01-07,Louisville
gaineda01,Smokey Gaines,1968,1968,G,185,170,1940-02-27,LeMoyne-Owen College
gainesu01,Sundiata Gaines,2010,2012,G,185,185,1986-04-18,Georgia
galemi01,Mike Gale,1972,1982,G,193,185,1950-07-18,Elizabeth City State University
gallach01,Chad Gallagher,1994,1994,C,208,255,1969-05-30,Creighton
gallaha01,Harry Gallatin,1949,1958,F-C,198,210,1927-04-26,Truman State University
gillege01,Gene Gallette,1947,1947,F,188,205,1919-02-22,
gallida01,Danilo Gallinari,2009,2022,F,208,233,1988-08-08,
gallola01,Langston Galloway,2015,2022,G,185,200,1991-12-09,Saint Joseph's
gambeda01,Dave Gambee,1959,1970,F,198,215,1937-04-16,Oregon State
gamblke01,Kevin Gamble,1988,1997,F-G,196,210,1965-11-13,Iowa
ganttbo01,Bob Gantt,1947,1947,F-C,193,205,1922-06-22,Duke
garbajo01,Jorge Garbajosa,2007,2008,F,206,245,1977-12-19,
garceru01,Rubén Garcés,2001,2001,F,206,245,1973-10-17,Providence
garcial01,Alex Garcia,2004,2005,G,190,220,1980-03-04,
garcifr01,Francisco García,2006,2015,F-G,201,195,1981-12-31,Louisville
gardnch01,Chuck Gardner,1968,1968,F,203,205,1944-09-30,Colorado
gardnea01,Earl Gardner,1949,1949,F,190,195,1923-09-18,DePauw University
gardnke01,Ken Gardner,1976,1976,F,196,205,1949-09-27,Utah
gardnth01,Thomas Gardner,2008,2009,G,196,225,1985-02-08,Missouri
gardnve01,Vern Gardner,1950,1952,F-C,196,200,1925-05-14,Utah
garfija01,Jack Garfinkel,1947,1949,G,183,190,1918-06-13,St. John's
garinpa01,Patricio Garino,2017,2017,G-F,198,210,1993-05-17,George Washington
garlada01,Darius Garland,2020,2023,G,185,192,2000-01-26,Vanderbilt
garlaga01,Gary Garland,1980,1980,G,193,180,1957-10-12,DePaul
garlawi01,Winston Garland,1988,1995,G,188,170,1964-12-19,Missouri State
garmadi01,Dick Garmaker,1956,1961,G-F,190,200,1932-10-29,Minnesota
garnebi01,Bill Garner,1968,1968,C,208,220,1940-06-17,University of Portland
garnech01,Chris Garner,1998,2001,G,178,156,1975-02-02,Memphis
garnebi02,Bill Garnett,1983,1986,F,206,225,1960-04-22,Wyoming
garneke01,Kevin Garnett,1996,2016,F-C,211,240,1976-05-19,
garnema01,Marlon Garnett,1999,1999,G,188,186,1975-07-03,Santa Clara
garrebi01,Billy Garrett,2019,2019,G,198,213,1994-10-16,DePaul
garreca01,Calvin Garrett,1981,1984,F,201,190,1956-07-11,"Austin Peay State University, Oral Roberts"
