id,player,from,to,position,height,weight,birth_date,colleges
dantomi01,Mike D'Antoni,1974,1977,G,190,185,1951-05-08,Marshall
dabicmi01,Mike Dabich,1968,1968,C,213,242,1942-12-27,New Mexico State
dahleed01,Ed Dahler,1952,1952,F,196,190,1926-01-31,Duquesne
dailequ01,Quintin Dailey,1983,1992,G,190,180,1961-01-22,San Francisco
dalemsa01,Samuel Dalembert,2002,2015,C,211,255,1981-05-10,Seton Hall
dallmho01,Howie Dallmar,1947,1949,F,193,200,1922-05-24,Stanford
dampier01,Erick Dampier,1997,2012,C,211,265,1975-07-14,Mississippi State
dampilo01,Louie Dampier,1968,1979,G,183,170,1944-11-20,Kentucky
dandrbo01,Bob Dandridge,1970,1982,F-G,198,195,1947-11-15,Norfolk State
daniean01,Antonio Daniels,1998,2011,G,193,195,1975-03-19,Bowling Green
daniedy01,Dyson Daniels,2023,2023,G,203,199,2003-03-17,
danieer01,Erik Daniels,2005,2005,F,203,214,1982-04-01,Kentucky
daniell01,Lloyd Daniels,1993,1998,G,201,205,1967-09-04,Mount San Antonio College
daniema01,Marquis Daniels,2004,2013,G-F,198,200,1981-01-07,Auburn
danieme01,Mel Daniels,1968,1977,C,206,220,1944-07-20,"Southeastern Iowa Community College, West Burlington Campus, New Mexico"
danietr01,Troy Daniels,2014,2020,G,193,200,1991-07-15,VCU
danilsa01,Sasha Danilović,1996,1997,G,196,200,1970-02-26,
dantlad01,Adrian Dantley,1977,1991,F-G,196,208,1955-02-28,Notre Dame
darcepe01,Pete Darcey,1953,1953,C,201,217,1930-03-03,Oklahoma State
dardeji01,Jimmy Darden,1950,1950,G,185,170,1922-06-19,Denver
dardeol01,Ollie Darden,1968,1970,F-C,201,235,1944-07-28,Michigan
dareyi01,Yinka Dare,1995,1998,C,213,265,1972-10-10,George Washington
darkje01,Jesse Dark,1975,1975,G,196,210,1951-09-02,VCU
darlina01,Nate Darling,2021,2021,G,198,200,1998-08-30,"UAB, University of Delaware"
darneri01,Rick Darnell,1976,1976,C-F,208,215,1953-01-01,"Cypress College, Indiana State University, San Jose State"
darroji01,Jimmy Darrow,1962,1962,G,178,170,1937-09-25,Bowling Green
datomlu01,Gigi Datome,2014,2015,F,203,215,1987-11-27,
daughbr01,Brad Daugherty,1987,1994,C,213,245,1965-10-19,UNC
daughma01,Mack Daughtry,1971,1971,G,190,175,1946-07-20,Albany State University
davidko01,Kornél Dávid,1999,2001,F,206,235,1971-10-22,
davidje01,Jermareo Davidson,2008,2009,F,208,230,1984-11-15,Alabama
daviebo01,Bob Davies,1949,1955,G-F,185,175,1920-01-15,Seton Hall
daviebr01,Brandon Davies,2014,2015,F,208,240,1991-07-25,BYU
davisan02,Anthony Davis,2013,2023,F-C,208,253,1993-03-11,Kentucky
davisan01,Antonio Davis,1994,2006,F-C,206,215,1968-10-31,Texas-El Paso
davisau01,Aubrey Davis,1947,1947,G-F,188,175,1921-03-28,Oklahoma Baptist University
davisba01,Baron Davis,2000,2012,G,190,209,1979-04-13,UCLA
davisbe01,Ben Davis,1997,2000,F,206,240,1972-12-26,"Kansas, Arizona"
davisbi01,Bill Davis,1947,1947,F,190,215,1920-10-03,Notre Dame
davisbo01,Bob Davis,1973,1973,F,201,215,1950-04-02,Weber State
davisbr01,Brad Davis,1978,1992,G,190,180,1955-12-17,Maryland
davisbr02,Brian Davis,1994,1994,F-G,201,200,1970-06-21,Duke
davisch02,Charles Davis,1982,1990,F,201,215,1958-10-05,Vanderbilt
davisch01,Charlie Davis,1972,1974,G,188,160,1949-09-07,Wake Forest
davisda01,Dale Davis,1992,2007,F-C,211,230,1969-03-25,Clemson
davisde01,Deyonta Davis,2017,2019,C-F,211,237,1996-12-02,Michigan State
davisdw01,Dwight Davis,1973,1977,F,203,220,1949-10-28,Houston
davised01,Ed Davis,2011,2022,F,206,218,1989-06-05,UNC
davisem01,Emanual Davis,1997,2003,G,193,195,1968-08-27,Delaware State University
davisgl01,Glen Davis,2008,2015,F-C,206,289,1986-01-01,LSU
davisha01,Harry Davis,1979,1980,F,201,220,1956-01-27,Florida State
davishu01,Hubert Davis,1993,2004,G,196,183,1970-05-17,UNC
davisji01,Jim Davis,1968,1975,C-F,206,225,1941-12-18,Colorado
davisjo01,Johnny Davis,1977,1986,G,188,170,1955-10-21,Dayton
davisjo06,Johnny Davis,2023,2023,G,196,196,2002-02-27,Wisconsin
davisjo02,Josh Davis,2004,2012,F,203,235,1980-08-10,Wyoming
davisle01,Lee Davis,1969,1976,C-F,203,235,1945-10-11,NC Central
davisma01,Mark Davis,1989,1989,F-G,198,195,1963-06-08,Old Dominion
davisma02,Mark Davis,1996,2000,G-F,201,210,1973-04-26,"Howard College, Texas Tech"
davisme01,Mel Davis,1974,1977,F,198,220,1950-11-09,St. John's
davismi02,Mickey Davis,1972,1977,F-G,201,195,1950-06-16,Duquesne
davismi01,Mike Davis,1970,1973,G,190,185,1946-07-26,Virginia Union University
davismi03,Mike Davis,1983,1983,F,208,230,1956-08-02,Maryland
davismo01,Monti Davis,1981,1981,F,201,205,1958-07-26,Tennessee State
davispa01,Paul Davis,2007,2010,C,211,270,1984-07-21,Michigan State
davisra01,Ralph Davis,1961,1962,G,193,180,1938-09-07,Cincinnati
davisre01,Red Davis,1956,1956,C,201,220,1932-04-22,St. John's
davisri01,Ricky Davis,1999,2010,G,198,195,1979-09-23,Iowa
davisro01,Ron Davis,1977,1982,G-F,198,198,1954-05-01,Washington State
daviste02,Terence Davis,2020,2023,G,193,201,1997-05-16,Ole Miss
daviste01,Terry Davis,1990,2001,F-C,206,225,1967-06-17,Virginia Union University
davisty01,Tyler Davis,2019,2019,C,208,266,1997-05-22,Texas A&M
daviswa01,Walt Davis,1954,1958,C-F,203,205,1931-01-05,Texas A&M
daviswa03,Walter Davis,1978,1992,G-F,198,193,1954-09-09,UNC
daviswa02,Warren Davis,1968,1973,F-C,198,212,1943-06-30,North Carolina A&T
daviswi01,Willie Davis,1971,1971,C,203,234,1945-08-09,University of North Texas
davisjd01,JD Davison,2023,2023,G,190,195,2002-10-03,Alabama
dawkian01,Andre Dawkins,2015,2015,G,196,215,1991-09-19,Duke
dawkida01,Darryl Dawkins,1976,1989,C,211,251,1957-01-11,
dawkijo01,Johnny Dawkins,1987,1995,G,188,165,1963-09-28,Duke
dawkipa01,Paul Dawkins,1980,1980,F,196,190,1957-06-10,Northern Illinois
dawsobr01,Branden Dawson,2016,2016,F,198,225,1993-02-01,Michigan State
dawsoer01,Eric Dawson,2012,2012,F,206,250,1984-07-07,Midwestern State University
dawsoji01,Jimmy Dawson,1968,1968,G,183,175,1945-04-18,Illinois
dawsoto01,Tony Dawson,1991,1995,F,201,215,1967-08-25,Florida State
dayto01,Todd Day,1993,2001,G-F,198,188,1970-01-07,Arkansas
dayeau01,Austin Daye,2010,2015,F,211,220,1988-06-05,Gonzaga
dayeda01,Darren Daye,1984,1988,F-G,203,220,1960-11-30,UCLA
daysda01,Darius Days,2023,2023,F,201,245,1999-10-20,LSU
decolna01,Nando De Colo,2013,2014,G,196,200,1987-06-23,
deangbi01,Billy DeAngelis,1971,1971,G,185,180,1946-10-05,Saint Joseph's
debusda01,Dave DeBusschere,1963,1974,F-G,198,220,1940-10-16,Detroit Mercy
declean01,Andrew DeClercq,1996,2005,F-C,208,230,1973-02-01,Florida
delauja01,Javin DeLaurier,2022,2022,F,208,237,1998-04-07,Duke
delonna01,Nate DeLong,1952,1952,C,198,220,1926-01-05,Wisconsin-River Falls
deprejo01,Joe DePre,1971,1973,G,190,185,1947-12-19,St. John's
derozde01,DeMar DeRozan,2010,2023,G-F,198,220,1989-08-07,USC
dezonha01,Hank DeZonie,1951,1951,C-F,198,215,1922-02-12,Clark Atlanta University
deanegr01,Greg Deane,1980,1980,G,193,190,1957-12-06,Utah
deckga01,Gabriel Deck,2021,2022,F,203,232,1995-02-08,
dedmode01,Dewayne Dedmon,2014,2023,C,213,245,1989-08-12,USC
deedo01,Don Dee,1969,1969,F,203,210,1943-08-09,"Saint Louis, Saint Mary of the Plains College"
deesar01,Archie Dees,1959,1962,F-C,203,205,1936-02-22,Indiana
deherte01,Terry Dehere,1994,1999,G,188,190,1971-09-12,Seton Hall
dehnere01,Red Dehnert,1947,1947,F,190,175,1924-01-24,Columbia University
dejeabr01,Bryce Dejean-Jones,2016,2016,G,198,209,1992-08-21,"USC, UNLV, Iowa State"
dekkesa01,Sam Dekker,2016,2022,F,206,230,1994-05-06,Wisconsin
delnevi01,Vinny Del Negro,1989,2002,G,193,185,1966-08-09,NC State
delanma01,Malcolm Delaney,2017,2018,G,190,190,1989-03-11,Virginia Tech
delebi01,Bison Dele,1992,1999,F-C,206,235,1969-04-06,"Maryland, Arizona"
delfica01,Carlos Delfino,2005,2013,G,198,230,1982-08-29,
delgaan01,Ángel Delgado,2019,2019,C,208,245,1994-11-20,Seton Hall
delkto01,Tony Delk,1997,2006,G,185,189,1974-01-28,Kentucky
dellama01,Matthew Dellavedova,2014,2023,G,190,200,1990-09-08,Saint Mary's
dembofe01,Fennis Dembo,1989,1989,F,196,215,1966-01-24,Wyoming
demicla01,Larry Demic,1980,1982,F-C,206,225,1957-06-27,Arizona
dempsde01,Dell Demps,1994,1997,G,190,205,1970-02-12,University of the Pacific
dempsge01,George Dempsey,1955,1959,G,188,190,1929-07-19,King's College
denglu01,Luol Deng,2005,2019,F,206,237,1985-04-16,Duke
dennake01,Kenny Dennard,1982,1984,F,203,220,1958-10-18,Duke
dennibl01,Blaine Denning,1953,1953,G,188,175,1930-09-19,Lawrence Technological University
dentmju01,Justin Dentmon,2012,2013,G,180,185,1985-09-05,Washington
dentora01,Randy Denton,1972,1977,C,208,240,1949-02-18,Duke
derliro01,Rod Derline,1975,1976,G,183,175,1952-03-11,Seattle University
derrima01,Marcus Derrickson,2019,2019,F,201,249,1996-02-01,Georgetown
deutsda01,Dave Deutsch,1967,1967,G,185,170,1945-05-13,University of Rochester
devlico01,Corky Devlin,1956,1958,G,196,195,1931-12-21,George Washington
digreer01,Ernie DiGregorio,1974,1978,G,183,180,1951-01-15,Providence
divindo01,Donte DiVincenzo,2019,2023,G,193,203,1997-01-31,Villanova
diabamo01,Moussa Diabaté,2023,2023,F,211,210,2002-01-21,Michigan
diakima01,Mamadi Diakite,2021,2023,F,206,228,1997-01-21,Virginia
dialde01,Derrick Dial,2000,2004,G,193,184,1975-12-20,Eastern Michigan
diallch01,Cheick Diallo,2017,2022,F,203,219,1996-09-13,Kansas
diallha01,Hamidou Diallo,2019,2023,G,196,202,1998-07-31,Kentucky
diawbo01,Boris Diaw,2004,2017,F-C,203,250,1982-04-16,
diawaya01,Yakhouba Diawara,2007,2010,G-F,201,225,1982-08-29,Pepperdine
diazgu01,Guillermo Díaz,2008,2008,G,188,192,1985-03-04,Miami (FL)
dickada01,Dan Dickau,2003,2008,G,183,190,1978-09-16,"Washington, Gonzaga"
dickeka01,Kaniel Dickens,2004,2008,F,203,215,1978-07-21,"Tyler Junior College, Idaho"
