id,player,from,to,position,height,weight,birth_date,colleges
tabakza01,Žan Tabak,1995,2001,C,213,245,1970-06-15,
tabusyu01,Yuta Tabuse,2005,2005,G,175,165,1980-10-05,Brigham Young University Hawaii
taftch01,Chris Taft,2006,2006,F,208,260,1985-03-10,Pitt
tanensi01,Sid Tanenbaum,1948,1949,G,183,160,1925-10-08,NYU
tarladr01,Dragan Tarlać,2001,2001,C,208,260,1973-05-09,
tarplro01,Roy Tarpley,1987,1995,C-F,211,230,1964-11-28,Michigan
tartle01,Levern Tart,1968,1971,G-F,188,195,1942-06-01,Bradley
tateja01,Jae'Sean Tate,2021,2023,F,193,230,1995-10-28,Ohio State
tatumea01,Earl Tatum,1977,1980,G-F,196,185,1953-07-26,Marquette
tatumja01,Jayson Tatum,2018,2023,F,203,210,1998-03-03,Duke
tavarwa01,Edy Tavares,2016,2017,C,221,260,1992-03-22,
tayloan01,Anthony Taylor,1989,1989,G,193,175,1965-11-30,Oregon
taylobr01,Brian Taylor,1973,1982,G,188,185,1951-06-09,Princeton
taylodo01,Donell Taylor,2006,2007,G,198,180,1982-07-26,"Okaloosa-Walton Community College, UAB"
taylofa01,Fatty Taylor,1970,1977,G,183,175,1946-03-13,"Dodge City Community College, La Salle"
taylofr01,Fred Taylor,1971,1972,G-F,196,180,1948-02-05,University of Texas Rio Grande Valley
taylois01,Isaiah Taylor,2017,2018,G,190,170,1994-07-11,Texas
tayloja01,Jay Taylor,1990,1990,G,190,190,1967-10-03,Eastern Illinois University
tayloje01,Jeff Taylor,1983,1987,G,193,175,1960-01-01,Texas Tech
tayloje03,Jeff Taylor,2013,2015,F,201,225,1989-05-23,Vanderbilt
tayloje02,Jermaine Taylor,2010,2011,G,193,210,1986-12-08,Central Florida
taylojo01,Johnny Taylor,1998,2000,F,206,220,1974-06-04,"Indian Hills Community College, Chattanooga"
taylole01,Leonard Taylor,1990,1990,F,203,220,1966-05-02,California
tayloma01,Maurice Taylor,1998,2007,F,206,260,1976-10-30,"Michigan, LSU"
taylomi01,Mike Taylor,2009,2009,G,188,165,1986-01-21,Iowa State
taylool01,Ollie Taylor,1971,1974,G-F,188,194,1947-03-07,"San Jacinto College, Houston"
tayloro01,Ron Taylor,1970,1972,C,216,265,1947-11-21,USC
taylote01,Terry Taylor,2022,2023,G-F,196,230,1999-09-23,Austin Peay State University
tayloty01,Tyshawn Taylor,2013,2014,G,190,185,1990-04-12,Kansas
taylovi01,Vince Taylor,1983,1983,G-F,196,180,1960-09-11,Duke
teaglte01,Terry Teagle,1983,1993,F-G,196,195,1960-04-10,Baylor
teaguje01,Jeff Teague,2010,2021,G,190,195,1988-06-10,Wake Forest
teaguma01,Marquis Teague,2013,2018,G,188,189,1993-02-28,Kentucky
teletmi01,Mirza Teletović,2013,2018,F,206,242,1985-09-18,
telfase01,Sebastian Telfair,2005,2015,G,183,165,1985-06-09,
templco01,Collis Temple,1975,1975,F,203,220,1952-11-08,LSU
templga01,Garrett Temple,2010,2023,G,196,195,1986-05-08,LSU
teodomi01,Miloš Teodosić,2018,2019,G,196,196,1987-03-19,
terreir01,Ira Terrell,1977,1979,F-C,203,200,1954-06-19,SMU
terreja01,Jared Terrell,2019,2019,G,190,227,1995-02-10,Rhode Island
terryca01,Carlos Terry,1981,1983,G-F,196,210,1956-06-22,Winston-Salem State
terrych01,Chuck Terry,1973,1977,F,198,215,1950-09-27,Cal State Long Beach
terrycl01,Claude Terry,1973,1978,G-F,193,195,1950-01-12,Stanford
