id,player,from,to,position,height,weight,birth_date,colleges
rabbiv01,Ivan Rabb,2018,2019,F,208,220,1997-02-04,California
rackllu01,Luther Rackley,1970,1974,C,208,220,1946-06-11,Xavier
radjadi01,Dino Radja,1994,1997,F-C,211,225,1967-04-24,
raderho01,Howie Rader,1949,1949,G-F,185,190,1921-03-29,Long Island University
radfoma01,Mark Radford,1982,1983,G,193,190,1959-07-05,Oregon State
radfowa01,Wayne Radford,1979,1979,G,190,205,1956-05-29,Indiana
radmavl01,Vladimir Radmanović,2002,2013,F,208,227,1980-11-19,
radojal01,Aleksandar Radojević,2000,2005,C,221,250,1976-08-08,Barton County Community College
radovfr01,Frank Radovich,1962,1962,F,203,235,1938-03-03,Indiana
radovmo01,Moe Radovich,1953,1953,G,183,160,1929-05-05,Wyoming
radulmi01,Miroslav Raduljica,2014,2015,C,213,250,1988-01-05,
radzira01,Ray Radziszewski,1958,1958,F,196,210,1935-03-01,Saint Joseph's
ragelra01,Ray Ragelis,1952,1952,F,193,205,1928-12-10,Northwestern
raikesh01,Sherwin Raiken,1953,1953,G,188,185,1928-10-29,Villanova
rainsed01,Ed Rains,1982,1983,F,201,190,1956-12-24,University of South Alabama
rakocig01,Igor Rakočević,2003,2003,G,190,183,1978-03-29,
rambiku01,Kurt Rambis,1982,1995,F,203,213,1958-02-25,Santa Clara
ramospe01,Peter John Ramos,2005,2005,C,221,275,1985-05-13,
ramseca01,Cal Ramsey,1960,1961,F,193,200,1937-07-13,NYU
ramsefr01,Frank Ramsey,1955,1964,F-G,190,190,1931-07-13,Kentucky
ramseja01,Jahmi'us Ramsey,2021,2022,G,190,190,2001-06-09,Texas Tech
ramsera01,Ray Ramsey,1949,1949,G-F,188,165,1921-07-18,Bradley
randama01,Mark Randall,1992,1995,F,203,235,1967-09-30,Kansas
randlch01,Chasson Randle,2017,2021,G,188,185,1993-02-05,Stanford
randlju01,Julius Randle,2015,2023,F-C,203,250,1994-11-29,Kentucky
randoan01,Anthony Randolph,2009,2014,F,208,205,1989-07-15,LSU
randosh01,Shavlik Randolph,2006,2015,F,208,240,1983-11-24,Duke
randoza01,Zach Randolph,2002,2018,F-C,206,250,1981-07-16,Michigan State
rankwa01,Wally Rank,1981,1981,F-G,198,220,1958-03-01,San Jose State
ranseke01,Kelvin Ransey,1981,1986,G,185,170,1958-05-03,Ohio State
ranzisa01,Sam Ranzino,1952,1952,G,185,185,1928-06-23,NC State
rascobo01,Bobby Rascoe,1968,1970,G-F,193,205,1940-07-22,Western Kentucky
rasmubl01,Blair Rasmussen,1986,1993,C,213,250,1962-11-13,Oregon
rathaxa01,Xavier Rathan-Mayes,2018,2018,G,193,208,1994-04-29,Florida State
ratkoge01,George Ratkovicz,1950,1955,C-F,198,220,1922-11-13,
ratleed01,Ed Ratleff,1974,1978,F-G,198,195,1950-03-29,Cal State Long Beach
ratlimi01,Mike Ratliff,1973,1974,C,208,230,1951-06-07,University of Wisconsin-Eau Claire
ratlith01,Theo Ratliff,1996,2011,C-F,208,225,1973-04-17,Wyoming
rautian01,Andy Rautins,2011,2011,G,193,190,1986-11-02,Syracuse
rautile01,Leo Rautins,1984,1985,F,203,215,1960-03-20,"Minnesota, Syracuse"
rayal01,Allan Ray,2007,2007,G,188,190,1984-06-17,Villanova
raycl01,Clifford Ray,1972,1981,C,206,230,1949-01-21,Oklahoma
raydo01,Don Ray,1950,1950,F-C,196,190,1921-07-08,Western Kentucky
rayja01,James Ray,1981,1983,F,203,215,1957-07-27,Jacksonville University
rayji01,Jim Ray,1957,1960,G,185,180,1934-01-12,Toledo
raylji01,Jimmy Rayl,1968,1969,G,188,175,1941-06-21,Indiana
raymocr01,Craig Raymond,1969,1973,C,211,235,1945-04-05,BYU
reaco01,Connie Rea,1954,1954,G-F,190,175,1931-01-27,Centenary (LA)
reaveau01,Austin Reaves,2022,2023,G,196,206,1998-05-29,"Wichita State, Oklahoma"
reavejo01,Joe Reaves,1974,1974,F,196,210,1950-05-27,Bethel College
reavejo02,Josh Reaves,2020,2020,G,193,214,1997-06-04,Penn State
rebraze01,Željko Rebrača,2002,2006,C,213,257,1972-04-09,
recasel01,Eldridge Recasner,1995,2002,G,190,190,1967-12-14,Washington
reddmi01,Michael Redd,2001,2012,G,198,220,1979-08-24,Ohio State
reddica01,Cam Reddish,2020,2023,F,203,218,1999-09-01,Duke
reddofr01,Frank Reddout,1954,1954,F,196,195,1931-03-04,Syracuse
redicjj01,J.J. Redick,2007,2021,G,190,200,1984-06-24,Duke
redmoma01,Marlon Redmond,1979,1980,G,198,188,1955-04-15,San Francisco
reedda01,Davon Reed,2018,2023,G,196,208,1995-06-11,Miami (FL)
reedhu01,Hub Reed,1959,1965,C-F,206,215,1936-10-04,Oklahoma City University
reedju01,Justin Reed,2005,2007,F,203,240,1982-01-16,Ole Miss
reedpa01,Paul Reed,2021,2023,F,206,210,1999-06-14,DePaul
reedro01,Ron Reed,1966,1967,F,196,205,1942-11-02,Notre Dame
reedwi02,Willie Reed,2016,2018,F-C,208,220,1990-05-16,Saint Louis
reedwi01,Willis Reed,1965,1974,C-F,208,235,1942-06-25,Grambling State University
reevebr01,Bryant Reeves,1996,2001,C,213,275,1973-06-08,Oklahoma State
reevekh01,Khalid Reeves,1995,2000,G,190,199,1972-07-15,Arizona
reganri01,Richie Regan,1956,1958,G,188,180,1930-11-30,Seton Hall
rehfedo01,Don Rehfeldt,1951,1952,F,201,210,1927-01-07,Wisconsin
reidbi01,Billy Reid,1981,1981,G,196,190,1957-09-10,"New Mexico, San Francisco"
reiddo01,Don Reid,1996,2003,F,203,250,1973-12-30,Georgetown
reidjr01,J.R. Reid,1990,2001,F,206,247,1968-03-31,UNC
reidji01,Jim Reid,1968,1968,F,198,210,1945-08-03,Winston-Salem State
reidna01,Naz Reid,2020,2023,F,206,264,1999-08-26,LSU
reidro01,Robert Reid,1978,1991,F-G,203,205,1955-08-30,St. Mary's University
reidry01,Ryan Reid,2012,2012,F,203,232,1986-10-30,Florida State
reineja01,Jared Reiner,2005,2007,C,211,255,1982-04-08,Iowa
reisech01,Chick Reiser,1948,1950,G-F,180,165,1914-12-17,NYU
rellfri01,Richard Rellford,1988,1988,F,198,230,1964-02-16,Michigan
renchte01,Terrence Rencher,1996,1996,G,190,185,1973-02-19,Texas
rennijo01,John Rennicke,1952,1952,G,188,185,1929-08-11,Drake University
rensbro01,Bob Rensberger,1947,1947,F,188,170,1921-03-07,Notre Dame
rentzef01,Efthimios Rentzias,2003,2003,C,211,250,1976-01-11,
respesh01,Shawn Respert,1996,1999,G,185,195,1972-02-06,Michigan State
restake01,Kevin Restani,1975,1982,F-C,206,225,1951-12-23,San Francisco
reynoca01,Cameron Reynolds,2019,2021,G,201,225,1995-02-07,Tulane
reynoge01,George Reynolds,1970,1970,G,193,195,1947-11-23,Houston
reynoje01,Jerry Reynolds,1986,1996,G-F,203,200,1962-12-23,LSU
rhineke01,Kendall Rhine,1968,1969,C,208,230,1943-02-13,Rice University
rhodeja01,Jared Rhoden,2023,2023,G,198,210,1999-08-27,Seton Hall
rhodege01,Gene Rhodes,1953,1953,G,185,170,1927-09-02,Western Kentucky
rhodero01,Rodrick Rhodes,1998,2000,G-F,198,225,1973-09-24,"Kentucky, USC"
ricegl01,Glen Rice,1990,2004,F,203,215,1967-05-28,Michigan
ricegl02,Glen Rice Jr.,2014,2015,G,198,206,1991-01-01,Georgia Tech
richach01,Chris Richard,2008,2010,F,206,270,1984-12-25,Florida
richani01,Nick Richards,2021,2023,F-C,213,245,1997-11-29,Kentucky
richacl01,Clint Richardson,1980,1987,G,190,195,1956-08-07,Seattle University
richaja01,Jason Richardson,2002,2015,G,198,220,1981-01-20,Michigan State
richaje01,Jeremy Richardson,2007,2009,G-F,198,185,1984-03-01,Delta State University
richajo01,Josh Richardson,2016,2023,G,196,200,1993-09-15,Tennessee
richama01,Malachi Richardson,2017,2019,G,198,205,1996-01-05,Syracuse
richami01,Micheal Ray Richardson,1979,1986,G-F,196,189,1955-04-11,Montana
richano01,Norm Richardson,2002,2002,G,196,190,1979-07-24,Hofstra
richapo01,Pooh Richardson,1990,1999,G,185,180,1966-05-14,UCLA
richaqu01,Quentin Richardson,2001,2013,G-F,198,223,1980-04-13,DePaul
richmmi01,Mitch Richmond,1989,2002,G,196,215,1965-06-30,Kansas State
richtjo01,John Richter,1960,1960,F,206,225,1937-03-12,NC State
rickedi01,Dick Ricketts,1956,1958,F-C,201,215,1933-12-04,Duquesne
rideris01,Isaiah Rider,1994,2002,G,196,215,1971-03-12,UNLV
ridglja01,Jackie Ridgle,1972,1972,G,193,195,1948-02-13,California
ridnolu01,Luke Ridnour,2004,2015,G,188,175,1981-02-13,Oregon
riebeme01,Mel Riebe,1947,1949,G-F,180,180,1916-07-12,College of Wooster
riedybo01,Bob Riedy,1968,1968,F,198,215,1945-08-26,Duke
riffeji01,Jim Riffey,1951,1951,F,193,200,1923-12-14,Tulane
rigauan01,Antoine Rigaudeau,2003,2003,G,201,210,1971-12-17,
rikerto01,Tom Riker,1973,1975,C-F,208,225,1950-02-28,South Carolina
rileybo01,Bob Riley,1971,1971,F,206,235,1948-07-06,Mount St. Mary's University
rileyer01,Eric Riley,1994,1999,C,213,245,1970-06-02,Michigan
rileypa01,Pat Riley,1968,1976,G-F,193,205,1945-03-20,Kentucky
rileyro01,Ron Riley,1973,1976,F,203,195,1950-11-11,USC
rillegr01,Grant Riller,2021,2021,G,188,190,1997-02-08,College of Charleston
