id,player,from,to,position,height,weight,birth_date,colleges
vacenst01,Steve Vacendak,1968,1970,G,185,185,1944-08-15,Duke
valanjo01,Jonas Valančiūnas,2013,2023,C,211,265,1992-05-06,
valenda01,Darnell Valentine,1982,1991,G,185,183,1959-02-03,Kansas
valende01,Denzel Valentine,2017,2022,G,193,220,1993-11-16,Michigan State
valenro01,Ronnie Valentine,1981,1981,F,201,210,1957-11-27,Old Dominion
vallejo01,John Vallely,1971,1972,G,190,185,1948-10-03,UCLA
vanardi01,Dick Van Arsdale,1966,1977,G-F,196,210,1943-02-22,Indiana
vanarto01,Tom Van Arsdale,1966,1977,F-G,196,202,1943-02-22,Indiana
vanexni01,Nick Van Exel,1994,2006,G,185,170,1971-11-27,"Trinity Valley CC, Cincinnati"
vanhoke01,Keith Van Horn,1998,2006,F,208,220,1975-10-23,Utah
vanlino01,Norm Van Lier,1970,1979,G,185,173,1947-04-01,Saint Francis University
vanzade01,Dennis Van Zant,1976,1976,F,206,210,1952-06-01,Azusa Pacific University
vanvlfr01,Fred VanVleet,2017,2023,G,185,197,1994-02-25,Wichita State
vancege01,Gene Vance,1948,1952,G-F,190,195,1923-02-25,Illinois
vandelo01,Logan Vander Velden,1996,1996,F,203,215,1971-04-03,Green Bay
vandeja01,Jarred Vanderbilt,2019,2023,F,206,214,1999-04-03,Kentucky
vandeer01,Ernie Vandeweghe,1950,1956,F-G,190,195,1928-09-12,Colgate
vandeki01,Kiki Vandeweghe,1981,1993,F,203,220,1958-08-01,UCLA
vanosni01,Nick Vanos,1986,1987,C,216,255,1963-04-13,Santa Clara
vanteda01,David Vanterpool,2001,2001,G,196,200,1973-03-31,St. Bonaventure
vardara01,Ratko Varda,2002,2002,C,216,260,1979-05-06,
varejan01,Anderson Varejão,2005,2021,F-C,211,273,1982-09-28,
varnaja01,Jarvis Varnado,2013,2014,F,206,230,1988-03-01,Mississippi State
vasqugr01,Greivis Vásquez,2011,2017,G,198,217,1987-01-16,Maryland
vassede01,Devin Vassell,2021,2023,G-F,196,200,2000-08-23,Florida State
vaughch01,Chico Vaughn,1963,1970,G,188,190,1940-02-19,Southern Illinois
vaughda01,David Vaughn,1975,1976,C,211,220,1952-06-04,Oral Roberts
vaughda02,David Vaughn,1996,1999,F,206,240,1973-03-23,Memphis
vaughja01,Jacque Vaughn,1998,2009,G,185,190,1975-02-11,Kansas
vaughra01,Rashad Vaughn,2016,2018,G,198,202,1996-08-16,UNLV
vaughvi01,Virgil Vaughn,1947,1947,F-C,193,205,1918-05-15,Western Kentucky
vaughlo01,Loy Vaught,1991,2001,F,206,230,1968-02-27,Michigan
vergabo01,Bob Verga,1968,1974,G,185,190,1945-09-07,Duke
verhope01,Pete Verhoeven,1982,1987,F,206,215,1959-02-15,Fresno State
veselja01,Jan Veselý,2012,2014,F,211,240,1990-04-24,
vetragu01,Gundars Vētra,1993,1993,F,198,195,1967-05-22,
viannjo01,João Vianna,1992,1992,F,206,215,1966-11-15,
villach01,Charlie Villanueva,2006,2016,F,211,232,1984-08-24,UConn
vincega01,Gabe Vincent,2020,2023,G,190,195,1996-06-14,UC Santa Barbara
vinceja01,Jay Vincent,1982,1990,F,201,220,1959-06-10,Michigan State
vincesa01,Sam Vincent,1986,1992,G,188,185,1963-05-18,Michigan State
vincima01,Marcus Vinicius,2007,2008,F,203,225,1984-05-31,
vinsofr01,Fred Vinson,1995,2000,G,193,190,1971-01-28,Georgia Tech
virdecl01,Claude Virden,1973,1973,F,198,195,1947-11-25,Murray State
vocega01,Gary Voce,1990,1990,F,206,240,1965-11-24,Notre Dame
volkefl01,Floyd Volker,1950,1950,F-C,193,205,1921-06-21,Wyoming
volkoal01,Alexander Volkov,1990,1992,C,208,218,1964-03-28,
vonniwh01,Whitey Von Nieda,1950,1950,G-F,185,170,1922-06-19,Penn State
vonleno01,Noah Vonleh,2015,2023,F-C,208,257,1995-08-24,Indiana
voskuja01,Jake Voskuhl,2001,2009,C,211,245,1977-11-01,UConn
vraneda01,Danny Vranes,1982,1988,F,201,210,1958-10-29,Utah
vranesl01,Slavko Vraneš,2004,2004,C,226,275,1983-01-30,
vrankst01,Stojko Vranković,1991,1999,C,218,260,1964-01-22,
vromabr01,Brett Vroman,1981,1981,C,213,220,1955-12-25,"UCLA, UNLV"
vromaja01,Jackson Vroman,2005,2006,F-C,208,220,1981-06-06,Iowa State
vucevni01,Nikola Vučević,2012,2023,C,208,260,1990-10-24,USC
vujacsa01,Sasha Vujačić,2005,2017,G,201,195,1984-03-08,
vanbrbu01,Butch van Breda Kolff,1947,1950,G-F,190,185,1922-10-28,NYU
vanbrja01,Jan van Breda Kolff,1975,1983,F-G,201,195,1951-12-16,Vanderbilt
