id,player,from,to,position,height,weight,birth_date,colleges
ndiayha01,Hamady N'Diaye,2011,2014,C,213,235,1987-01-12,Rutgers University
ndiayma01,Makhtar N'Diaye,1999,1999,F,203,245,1973-12-12,"Michigan, UNC"
ndiayma02,Mamadou N'Diaye,2001,2005,C,213,255,1975-06-16,Auburn
ndongbo01,Boniface N'Dong,2006,2006,C,213,198,1977-03-09,
naberbo01,Bob Naber,1953,1953,F,190,185,1929-09-03,Louisville
nachabo01,Boris Nachamkin,1955,1955,F,198,210,1933-12-06,NYU
nachbbo01,Boštjan Nachbar,2003,2008,F,206,221,1980-07-03,
naderab01,Abdel Nader,2018,2022,F,196,225,1993-09-25,"Northern Illinois, Iowa State"
nagelje01,Jerry Nagel,1950,1950,G,183,190,1928-05-18,Loyola Chicago
nagyfr01,Fritz Nagy,1949,1949,G-F,188,185,1924-01-03,University of Akron
nailole01,Lee Nailon,2001,2006,F,206,238,1975-02-22,"Butler County Community College, TCU"
najered01,Eduardo Nájera,2001,2012,F,203,240,1976-07-11,Oklahoma
nancela01,Larry Nance,1982,1994,F-C,208,205,1959-02-12,Clemson
nancela02,Larry Nance Jr.,2016,2023,F-C,201,245,1993-01-01,Wyoming
napiesh01,Shabazz Napier,2015,2020,G,183,175,1991-07-14,UConn
napolpa01,Paul Napolitano,1949,1949,F-G,188,185,1923-02-03,San Francisco
nashbo01,Bob Nash,1973,1979,F,203,195,1950-08-24,"San Jacinto College, Hawaii"
nashco01,Cotton Nash,1965,1968,F,196,215,1942-07-24,Kentucky
nashst01,Steve Nash,1997,2014,G,190,195,1974-02-07,Santa Clara
natersw01,Swen Nater,1974,1984,C,211,240,1950-01-14,"Cypress College, UCLA"
nathaho01,Howard Nathan,1996,1996,G,180,175,1972-01-21,"DePaul, Louisiana-Monroe"
nattca01,Calvin Natt,1980,1990,F,198,220,1957-01-08,Louisiana-Monroe
nattke01,Kenny Natt,1981,1985,G,190,185,1958-10-05,Louisiana-Monroe
naullwi01,Willie Naulls,1957,1966,F-C,198,225,1934-10-07,UCLA
navarju01,Juan Carlos Navarro,2008,2008,G,190,170,1980-06-13,
ndourma01,Maurice Ndour,2017,2017,F,206,200,1992-06-18,Ohio University
nealcr01,Craig Neal,1989,1991,G,196,165,1964-02-16,Georgia Tech
nealga01,Gary Neal,2011,2017,G,193,210,1984-10-03,"La Salle, Towson University"
nealji01,Jim Neal,1954,1955,C,211,235,1930-05-21,Wofford College
nealll01,Lloyd Neal,1973,1979,C-F,201,225,1950-12-10,Tennessee State
nealyed01,Ed Nealy,1983,1993,F,201,238,1960-02-19,Kansas State
nedovne01,Nemanja Nedović,2014,2014,G,190,192,1991-06-16,
negraal01,Al Negratti,1947,1947,F-C,190,200,1921-06-12,Seton Hall
nelsoba01,Barry Nelson,1972,1972,C,208,230,1949-09-19,Duquesne
nelsode01,DeMarcus Nelson,2009,2009,G,193,200,1985-11-02,Duke
nelsodo01,Don Nelson,1963,1976,F,198,210,1940-05-15,Iowa
nelsoja01,Jameer Nelson,2005,2018,G,183,190,1982-02-09,Saint Joseph's
nelsolo01,Louie Nelson,1974,1978,G,190,190,1951-05-28,Washington
nelsoro01,Ron Nelson,1971,1971,G,188,175,1946-10-07,New Mexico
nembhan01,Andrew Nembhard,2023,2023,G,196,193,2000-01-16,"Florida, Gonzaga"
nembhrj01,RJ Nembhard Jr.,2022,2022,G,196,200,1999-03-22,TCU
nembhru01,Ruben Nembhard,1997,1997,G,190,208,1972-02-20,Weber State
nemeldi01,Dick Nemelka,1971,1971,G,183,175,1943-10-01,BYU
nesbyty01,Tyrone Nesby,1999,2002,F,198,225,1976-01-31,"Vincennes University, UNLV"
nesmiaa01,Aaron Nesmith,2021,2023,G-F,196,215,1999-10-16,Vanderbilt
nesslma01,Martin Nessley,1988,1988,C,218,260,1965-02-16,Duke
nestera01,Rasho Nesterović,1999,2010,C,213,248,1976-05-30,
netora01,Raul Neto,2016,2023,G,185,180,1992-05-19,
netolbo01,Bob Netolicky,1968,1976,F-C,206,220,1942-08-02,Drake University
neumajo01,Johnny Neumann,1972,1978,G-F,198,200,1951-09-11,Ole Miss
neumapa01,Paul Neumann,1962,1967,G,185,175,1938-01-30,Stanford
nevitch01,Chuck Nevitt,1983,1994,C,226,217,1959-06-13,NC State
newbeme01,Melvin Newbern,1993,1993,G,193,200,1967-06-11,Minnesota
newbiiv01,Ivano Newbill,1995,1998,F,206,245,1970-12-12,Georgia Tech
newblir01,Ira Newble,2001,2008,F,201,220,1975-01-20,Miami University
newlimi01,Mike Newlin,1972,1982,G-F,193,200,1949-01-02,Utah
newmajo01,Johnny Newman,1987,2002,F-G,201,190,1963-11-28,Richmond
newmama01,Malik Newman,2020,2022,G,190,190,1997-02-21,"Mississippi State, Kansas"
