id,player,from,to,position,height,weight,birth_date,colleges
iavarma01,Marc Iavaroni,1983,1989,F,203,210,1956-09-15,Virginia
ibakase01,Serge Ibaka,2010,2023,F-C,208,235,1989-09-18,
iguodan01,Andre Iguodala,2005,2023,F-G,198,215,1984-01-28,Arizona
ilgauzy01,Zydrunas Ilgauskas,1998,2011,C,221,238,1975-06-05,
ilicmi01,Mile Ilić,2007,2007,C,216,230,1984-06-02,
mbengdj01,D.J. Mbenga,2005,2011,C,213,245,1980-12-30,
ilyaser01,Ersan İlyasova,2007,2021,F,206,235,1987-05-15,
imhofda01,Darrall Imhoff,1961,1972,C,208,220,1938-10-11,California
ingelto01,Tom Ingelsby,1974,1976,G,190,180,1951-02-12,Villanova
inglejo01,Joe Ingles,2015,2023,F-G,203,220,1987-10-02,
inglida01,Damien Inglis,2016,2016,F,203,246,1995-05-20,
ingraan01,Andre Ingram,2018,2019,G,190,190,1985-11-19,American University
ingrabr01,Brandon Ingram,2017,2023,F,203,190,1997-09-02,Duke
ingramc01,McCoy Ingram,1958,1958,F,203,210,1931-08-31,Jackson State University
inniger01,Ervin Inniger,1968,1969,G,193,190,1945-01-16,Indiana
irvinby01,Byron Irvin,1990,1993,G,196,190,1966-12-02,"Arkansas, Missouri"
irvinge01,George Irvine,1971,1976,F-G,198,200,1948-02-01,Washington
irvinky01,Kyrie Irving,2012,2023,G,188,195,1992-03-23,Duke
isaacjo01,Jonathan Isaac,2018,2023,F,211,230,1997-10-03,Florida State
isselda01,Dan Issel,1971,1985,C-F,206,235,1948-10-25,Kentucky
iuzzomi01,Mike Iuzzolino,1992,1993,G,178,175,1968-01-22,"Penn State, Saint Francis University"
iversal01,Allen Iverson,1997,2010,G,183,165,1975-06-07,Georgetown
iverswi01,Willie Iverson,1969,1969,G,183,180,1945-10-08,Central Michigan University
iveyja01,Jaden Ivey,2023,2023,G,193,195,2002-02-13,Purdue
iveyro01,Royal Ivey,2005,2014,G,190,200,1981-12-20,Texas
ivoryel01,Elvin Ivory,1969,1969,F,203,210,1948-07-02,Louisiana
iwundwe01,Wes Iwundu,2018,2022,F,198,195,1994-12-20,Kansas State
