id,player,from,to,position,height,weight,birth_date,colleges
jabalwa01,Warren Jabali,1969,1975,G-F,188,200,1946-08-29,Wichita State
jackja01,Jarrett Jack,2006,2018,G,190,200,1983-10-28,Georgia Tech
jacksaa01,Aaron Jackson,2018,2018,G,193,185,1986-05-06,Duquesne
jacksal01,Al Jackson,1968,1968,G,185,185,1943-07-29,Wilberforce University
jacksbo01,Bobby Jackson,1998,2009,G,185,185,1973-03-13,Minnesota
jacksce01,Cedric Jackson,2010,2010,G,190,191,1986-03-05,"St. John's, Cleveland State University"
jacksda01,Darnell Jackson,2009,2011,F,206,253,1985-11-07,Kansas
jacksde01,Demetrius Jackson,2017,2019,G,185,201,1994-09-07,Notre Dame
jacksfr01,Frank Jackson,2019,2023,G,190,205,1998-05-04,Duke
jacksgr01,Greg Jackson,1975,1975,G,183,180,1952-08-02,Guilford College
jacksis01,Isaiah Jackson,2022,2023,C-F,208,206,2002-01-10,Kentucky
jacksja01,Jaren Jackson,1990,2002,G-F,193,190,1967-10-27,Georgetown
jacksja02,Jaren Jackson Jr.,2019,2023,F,211,242,1999-09-15,Michigan State
jacksje01,Jermaine Jackson,2000,2006,G,193,204,1976-06-07,Detroit Mercy
jacksji01,Jim Jackson,1993,2006,G,198,220,1970-10-14,Ohio State
jacksjo02,Josh Jackson,2018,2022,F-G,203,207,1997-02-10,Kansas
jacksju01,Justin Jackson,2018,2023,G-F,203,220,1995-03-28,UNC
jackslu01,Luke Jackson,1965,1972,F-C,206,240,1941-10-31,University of Texas Rio Grande Valley
jackslu02,Luke Jackson,2005,2008,F,201,215,1981-11-06,Oregon
jacksma02,Marc Jackson,2001,2007,C,208,270,1975-01-16,"VCU, Temple"
jacksma01,Mark Jackson,1988,2004,G,185,180,1965-04-01,St. John's
jacksme01,Merv Jackson,1969,1973,G,190,175,1946-08-15,Utah
jacksmi02,Michael Jackson,1988,1990,G,188,183,1964-07-13,Georgetown
jacksmi01,Mike Jackson,1973,1976,F,201,215,1949-07-31,"Allan Hancock College, California State University, Los Angeles"
jacksmy01,Myron Jackson,1987,1987,G,190,185,1964-05-06,Little Rock
jacksph01,Phil Jackson,1968,1980,F-C,203,220,1945-09-17,University of North Dakota
jackspi01,Pierre Jackson,2017,2017,G,178,180,1991-08-29,Baylor
jacksqu01,Quenton Jackson,2023,2023,G,196,175,1998-09-15,Texas A&M
jacksra01,Ralph Jackson,1985,1985,G,188,190,1962-10-26,UCLA
jacksra02,Randell Jackson,1999,2000,F,211,215,1976-01-16,Florida State
jacksre01,Reggie Jackson,2012,2023,G,188,208,1990-04-16,Boston College
jacksst01,Stanley Jackson,1994,1994,G,190,185,1970-10-10,UAB
jacksst02,Stephen Jackson,2001,2014,F-G,203,218,1978-04-05,Butler County Community College
jacksto01,Tony Jackson,1968,1969,F-G,193,200,1942-11-07,St. John's
jacksto02,Tony Jackson,1981,1981,G,183,170,1958-01-17,Florida State
jackstr01,Tracy Jackson,1982,1984,G-F,198,205,1959-04-21,Notre Dame
jackswa01,Wardell Jackson,1975,1975,F,201,200,1951-07-18,Ohio State
jacobfr01,Fred Jacobs,1947,1947,F,190,175,1922-12-02,Denver
jacobca01,Casey Jacobsen,2003,2008,G-F,198,215,1981-03-19,Stanford
jacobsa01,Sam Jacobson,1999,2001,G-F,193,215,1975-07-22,Minnesota
jamerda01,Dave Jamerson,1991,1994,G-F,196,190,1967-08-13,Ohio University
jamesaa01,Aaron James,1975,1979,F,203,210,1952-10-05,Grambling State University
jamesbe01,Bernard James,2013,2015,C,208,240,1985-02-07,Florida State
jamesbi01,Billy James,1974,1974,G,190,185,1950-02-11,Marshall
jamesda01,Damion James,2011,2014,G-F,201,225,1987-10-07,Texas
jamesge01,Gene James,1949,1951,F,193,180,1925-02-15,Marshall
jameshe01,Henry James,1991,1998,F,203,220,1965-07-29,"South Plains College, St. Mary's University"
jamesje01,Jerome James,1999,2009,C,213,300,1975-11-17,Florida A&M
jamesju01,Justin James,2020,2021,G,201,190,1997-01-24,Wyoming
jamesle01,LeBron James,2004,2023,F-G,206,250,1984-12-30,
jamesmi01,Mike James,2002,2014,G,188,188,1975-06-23,Duquesne
jamesmi02,Mike James,2018,2021,G,185,189,1990-08-18,Lamar
jamesti01,Tim James,2000,2002,F,201,212,1976-12-26,Miami (FL)
