id,player,from,to,position,height,weight,birth_date,colleges
laymaja01,Jake Layman,2017,2022,F,203,209,1994-03-07,Maryland
laytomo01,Mo Layton,1972,1978,G,185,180,1948-12-24,"Phoenix College, USC"
leverca01,Caris LeVert,2017,2023,G-F,198,205,1994-08-25,Michigan
leaftj01,T.J. Leaf,2018,2021,F,208,222,1997-04-30,UCLA
leaksma01,Manny Leaks,1969,1974,C-F,203,225,1945-11-27,Niagara University
learha01,Hal Lear,1957,1957,G,183,163,1935-01-31,Temple
leaveal01,Allen Leavell,1980,1989,G,185,170,1957-05-27,Oklahoma City University
leboje01,Jeff Lebo,1990,1990,G,188,180,1966-10-05,UNC
leckner01,Eric Leckner,1989,1997,C-F,211,265,1966-05-27,Wyoming
lecquja01,Jalen Lecque,2020,2021,G,193,185,2000-06-13,
ledori01,Ricky Ledo,2014,2015,G,201,195,1992-09-10,
leebu01,Butch Lee,1979,1980,G,183,185,1956-12-05,Marquette
leecl01,Clyde Lee,1967,1976,F-C,208,205,1944-03-14,Vanderbilt
leeco01,Courtney Lee,2009,2020,G,196,215,1985-10-03,Western Kentucky
leeda03,Damion Lee,2018,2023,G,196,210,1992-10-21,"Drexel, Louisville"
leeda01,Dave Lee,1968,1969,F,201,225,1942-03-31,San Francisco
leeda02,David Lee,2006,2017,F,206,245,1983-04-29,Florida
leedi01,Dick Lee,1968,1968,F,198,,,Washington
leedo01,Doug Lee,1992,1995,G-F,196,200,1964-10-24,"Texas A&M, Purdue"
leege01,George Lee,1961,1968,F-G,193,200,1936-11-23,Michigan
leegr01,Greg Lee,1975,1976,G,190,190,1951-12-12,UCLA
leeke01,Keith Lee,1986,1989,F-C,208,215,1962-12-28,Memphis
leeku01,Kurk Lee,1991,1991,G,190,190,1967-06-03,"Western Kentucky, Towson University"
leema01,Malcolm Lee,2012,2015,G,196,200,1990-05-22,UCLA
leero02,Rock Lee,1982,1982,C,208,220,1955-05-01,"California, San Diego State"
leero01,Ron Lee,1977,1982,G,193,193,1952-11-02,Oregon
leeru01,Russ Lee,1973,1975,G-F,196,185,1950-01-27,Marshall
leesa01,Saben Lee,2021,2023,G,188,183,1999-06-23,Vanderbilt
leedeed01,Ed Leede,1950,1951,F-G,190,185,1927-07-17,Dartmouth College
lefkoha01,Hank Lefkowitz,1947,1947,F,188,190,1923-08-31,Case Western Reserve University
legleti01,Tim Legler,1990,2000,G,193,200,1966-12-26,La Salle
lehmage01,George Lehmann,1968,1974,G,183,180,1942-05-01,Campbell
leiboba01,Barry Leibowitz,1968,1968,G,188,180,1945-09-10,Long Island University
lemonwa01,Walt Lemon Jr.,2018,2019,G,190,180,1992-07-26,Bradley
lenal01,Alex Len,2014,2023,C,213,250,1993-06-16,Maryland
lenarvo01,Voshon Lenard,1996,2006,G,193,205,1973-05-14,Minnesota
lentzle01,Leary Lentz,1968,1969,F,198,200,1945-02-23,Houston
leonaga01,Gary Leonard,1990,1992,C,216,250,1967-02-16,Missouri
leonaka01,Kawhi Leonard,2012,2023,F,201,225,1991-06-29,San Diego State
leoname01,Meyers Leonard,2013,2023,C-F,213,260,1992-02-27,Illinois
leonasl01,Slick Leonard,1957,1963,G,190,185,1932-07-17,Indiana
lesji01,Jim Les,1989,1995,G,180,165,1963-08-18,"Cleveland State University, Bradley"
leslitr01,Travis Leslie,2012,2012,G,193,205,1990-03-29,Georgia
lestero01,Ronnie Lester,1981,1986,G,188,175,1959-01-01,Iowa
lettcl01,Clifford Lett,1990,1991,G,190,170,1965-12-23,Florida
leuerjo01,Jon Leuer,2012,2019,F,208,228,1989-05-14,Wisconsin
levanan01,Andrew Levane,1949,1953,F-G,188,190,1920-04-11,St. John's
leverfa01,Fat Lever,1983,1994,G,190,170,1960-08-18,Arizona State
levincl01,Cliff Levingston,1983,1995,F,203,210,1961-01-04,Wichita State
lewisbo01,Bobby Lewis,1968,1971,G,190,175,1945-03-20,UNC
lewisce01,Cedric Lewis,1996,1996,F-C,208,235,1969-09-24,Maryland
lewisfr01,Freddie Lewis,1949,1950,F-G,188,195,1921-01-06,Eastern Kentucky University
lewisfr02,Freddie Lewis,1967,1977,G,183,175,1943-07-01,"Eastern Arizona College, Arizona State"
lewisgr01,Grady Lewis,1947,1949,F-C,201,215,1917-03-25,Oklahoma
lewiski01,Kira Lewis Jr.,2021,2023,G,185,170,2001-04-06,Alabama
lewisma01,Martin Lewis,1996,1997,F,196,210,1975-04-28,"Butler County Community College, Seward County Community College"
lewismi01,Mike Lewis,1969,1974,C-F,203,225,1946-03-18,Duke
lewisqu01,Quincy Lewis,2000,2004,F,201,215,1977-06-26,Minnesota
lewisra01,Ralph Lewis,1988,1990,F-G,198,200,1963-03-28,La Salle
lewisra02,Rashard Lewis,1999,2014,F,208,215,1979-08-08,
lewisre01,Reggie Lewis,1988,1993,G-F,201,195,1965-11-21,Northeastern University
lewissc01,Scottie Lewis,2022,2022,G,196,189,2000-03-12,Florida
liberma01,Marcus Liberty,1991,1994,F,203,205,1968-10-27,Illinois
lichtto01,Todd Lichti,1990,1994,G-F,193,205,1967-01-08,Stanford
liggide01,DeAndre Liggins,2012,2018,G,198,209,1988-03-31,Kentucky
ligonbi01,Bill Ligon,1975,1975,G,193,180,1952-05-29,Vanderbilt
ligongo01,Goose Ligon,1968,1974,F-C,201,210,1944-02-22,
lillada01,Damian Lillard,2013,2023,G,188,195,1990-07-15,Weber State
linje01,Jeremy Lin,2011,2019,G,190,200,1988-08-23,Harvard University
lingest01,Steve Lingenfelter,1983,1984,F,206,225,1958-06-10,"Minnesota, South Dakota State"
listeal01,Alton Lister,1982,1998,C-F,213,240,1958-10-01,Arizona State
littlna01,Nassir Little,2020,2023,F,196,220,2000-02-11,UNC
littlsa01,Sammy Little,1970,1970,G,183,180,1946-03-29,Delta State University
littlge01,Gene Littles,1970,1975,G,183,160,1943-06-29,High Point University
liveris01,Isaiah Livers,2022,2023,F,201,230,1998-07-28,Michigan
livinra01,Randy Livingston,1997,2007,G,193,209,1975-04-02,LSU
livinsh01,Shaun Livingston,2005,2019,G,201,192,1985-09-11,
livinro01,Ron Livingstone,1950,1951,C,208,220,1925-10-09,"Saint Mary's, Wyoming"
llamaho01,Horacio Llamas,1997,1998,C,211,285,1973-07-17,Grand Canyon University
lloydbo01,Bobby Lloyd,1968,1969,G,188,184,1946-01-03,Rutgers University
lloydch01,Chuck Lloyd,1971,1971,C-F,203,220,1947-05-22,Yankton College
lloydea01,Earl Lloyd,1951,1960,F-C,196,200,1928-04-03,West Virginia State University
lloydle01,Lewis Lloyd,1982,1990,G-F,198,205,1959-02-22,Drake University
lloydsc01,Scott Lloyd,1977,1983,C-F,208,230,1952-12-19,Arizona State
lochmri01,Riney Lochmann,1968,1970,F,198,215,1944-05-26,Kansas
lochmbo01,Bob Lochmueller,1953,1953,F,196,185,1927-06-05,Louisville
lockro01,Rob Lock,1989,1989,F,206,225,1966-05-22,Kentucky
lockhda01,Darrell Lockhart,1984,1984,C,206,245,1960-09-14,Auburn
lockhia01,Ian Lockhart,1991,1991,F,203,240,1967-06-25,Tennessee
loderke01,Kevin Loder,1982,1984,F-G,198,205,1959-03-15,"Kentucky State University, Alabama State University"
lofgrdo01,Don Lofgran,1951,1954,F-C,196,200,1929-11-08,San Francisco
loftoke01,Kenneth Lofton Jr.,2023,2023,F,201,275,2002-08-14,Louisiana Tech
loftoza01,Zach Lofton,2019,2019,G,193,180,1992-11-18,"Illinois State, Texas Southern, New Mexico State"
loganhe01,Henry Logan,1969,1970,G,183,180,1946-03-14,Western Carolina University
loganjo01,John Logan,1947,1951,G,188,175,1921-01-01,Indiana
lohaubr01,Brad Lohaus,1988,1998,F-C,211,230,1964-09-29,Iowa
longar01,Art Long,2001,2003,F-C,206,250,1972-10-01,Cincinnati
longgr01,Grant Long,1989,2003,F,203,225,1966-03-12,Eastern Michigan
longjo01,John Long,1979,1997,G-F,196,195,1956-08-28,Detroit Mercy
longpa01,Paul Long,1968,1971,G,188,180,1944-02-08,"Virginia Tech, Wake Forest"
longsh01,Shawn Long,2017,2017,C-F,206,255,1993-01-29,Louisiana
longwi01,Willie Long,1972,1974,F-C,203,225,1950-03-01,New Mexico
longllu01,Luc Longley,1992,2001,C,218,265,1969-01-19,New Mexico
looneke01,Kevon Looney,2016,2023,F-C,206,222,1996-02-06,UCLA
lopezbr01,Brook Lopez,2009,2023,C,213,282,1988-04-01,Stanford
lopezfe01,Felipe López,1999,2002,G,196,199,1974-12-19,St. John's
lopezra01,Raül López,2004,2005,G,185,170,1980-04-15,
lopezro01,Robin Lopez,2009,2023,C,213,281,1988-04-01,Stanford
lorthry01,Ryan Lorthridge,1995,1995,G,193,190,1972-07-27,Jackson State University
loscuji01,Jim Loscutoff,1956,1964,F,196,220,1930-02-04,Oregon
lottpl01,Plummer Lott,1968,1969,F-G,196,210,1945-12-11,Seattle University
loughke01,Kevin Loughery,1963,1973,G,190,190,1940-03-28,"Boston College, St. John's"
louzama01,Didi Louzada,2021,2022,G,196,188,1999-02-07,
lovebo01,Bob Love,1967,1977,F,203,215,1942-12-08,Southern University and A&M College
loveke01,Kevin Love,2009,2023,F,203,251,1988-09-07,UCLA
lovest01,Stan Love,1972,1975,F,206,215,1949-04-09,Oregon
lovelcl01,Clyde Lovellette,1954,1964,C-F,206,234,1929-09-07,Kansas
lowesi01,Sidney Lowe,1984,1990,G,183,195,1960-01-21,NC State
lowerch01,Charlie Lowery,1972,1972,G,190,185,1949-11-12,University of Puget Sound
lowryky01,Kyle Lowry,2007,2023,G,183,196,1986-03-25,Villanova
loydjo01,Jordan Loyd,2019,2019,G,193,210,1993-07-27,"Furman University, University of Indianapolis"
lucasal01,Al Lucas,1949,1949,F-G,190,195,1922-07-04,Fordham
lucasje01,Jerry Lucas,1964,1974,F-C,203,230,1940-03-30,Ohio State
lucasjo01,John Lucas,1977,1990,G,190,175,1953-10-31,Maryland
lucaska01,Kalin Lucas,2015,2019,G,185,195,1989-05-24,Michigan State
lucasma01,Maurice Lucas,1975,1988,F-C,206,215,1952-02-18,Marquette
lucasjo02,John Lucas III,2006,2017,G,180,166,1982-11-21,"Baylor, Oklahoma State"
luckete01,Ted Luckenbill,1962,1963,F,198,205,1939-07-27,Houston
luety01,Tyronn Lue,1999,2009,G,183,175,1977-05-03,Nebraska
luisiji01,Jim Luisi,1954,1954,G,188,180,1928-11-02,St. Francis College
lujacal01,Al Lujack,1947,1947,F,190,220,1920-10-05,Georgetown
lumpkph01,Phil Lumpkin,1975,1976,G,183,165,1951-12-20,Miami University
lumppra01,Ray Lumpp,1949,1953,G,185,178,1923-07-11,NYU
lundbga01,Gabriel Lundberg,2022,2022,G,193,203,1994-12-04,
luwawti01,Timothé Luwawu-Cabarrot,2017,2022,F,201,220,1995-05-09,
lydonty01,Tyler Lydon,2018,2019,F,208,225,1996-04-09,Syracuse
lylestr01,Trey Lyles,2016,2023,F,206,234,1995-11-05,Kentucky
lynamrb01,R.B. Lynam,1968,1968,G,185,190,,Oklahoma Baptist University
lynchge01,George Lynch,1994,2005,F,203,218,1970-09-03,UNC
lynchke01,Kevin Lynch,1992,1993,G-F,196,195,1968-12-24,Minnesota
lynnlo01,Lonnie Lynn,1970,1970,F,201,215,1943-05-24,"Upper Iowa University, Wilberforce University"
lynnmi01,Mike Lynn,1970,1971,F,201,215,1945-11-25,UCLA
