id,player,from,to,position,height,weight,birth_date,colleges
ubileed01,Edwin Ubiles,2012,2012,G,198,204,1986-11-26,Siena College
udohek01,Ekpe Udoh,2011,2019,C-F,208,245,1987-05-20,"Michigan, Baylor"
udokaim01,Ime Udoka,2004,2011,F,198,215,1977-08-09,"San Francisco, Portland State"
udrihbe01,Beno Udrih,2005,2017,G,190,205,1982-07-05,
ukicro01,Roko Ukić,2009,2010,G,196,183,1984-05-12,
ulisty01,Tyler Ulis,2017,2019,G,178,160,1996-01-05,Kentucky
umudest01,Stanley Umude,2023,2023,G,198,210,1999-04-12,"South Dakota, Arkansas"
unselwe01,Wes Unseld,1969,1981,C-F,201,245,1946-03-14,Louisville
uplinha01,Hal Uplinger,1954,1954,G,193,185,1929-09-30,Long Island University
upshake01,Kelvin Upshaw,1989,1991,G,188,180,1963-01-24,Utah
uthofja01,Jarrod Uthoff,2017,2020,F,206,221,1993-05-19,Iowa
uzohbe01,Ben Uzoh,2011,2012,G,190,205,1988-03-19,Tulsa
