id,player,from,to,position,height,weight,birth_date,colleges
pacejo01,Joe Pace,1977,1978,C,208,220,1953-12-18,Coppin State University
pachuza01,Zaza Pachulia,2004,2019,C,211,270,1984-02-10,
packro01,Robert Pack,1992,2004,G,188,180,1969-02-03,USC
packwa01,Wayne Pack,1975,1975,G,183,165,1950-07-05,Tennessee Technological University
paddige01,Gerald Paddio,1991,1994,F-G,201,205,1965-04-21,UNLV
padgesc01,Scott Padgett,2000,2007,F,206,240,1976-04-19,Kentucky
pagetda01,Dana Pagett,1972,1972,G,188,180,1949-03-29,USC
paigeja01,Jaysean Paige,2022,2022,G,190,205,1994-07-30,"College of Southern Idaho, Moberly Area Community College, West Virginia"
paigema01,Marcus Paige,2018,2018,G,185,175,1993-09-11,UNC
painefr01,Fred Paine,1949,1949,F,196,210,1925-12-07,Westminster College of Pennsylvania
palacmi01,Milt Palacio,2000,2006,G,190,195,1978-02-07,"Midland College, Colorado State"
palazto01,Togo Palazzi,1955,1960,F-G,193,205,1932-08-08,Holy Cross
palmebu01,Bud Palmer,1947,1949,F-C,193,180,1921-09-14,Princeton
palmeer01,Errol Palmer,1968,1968,F,196,195,,DePaul
palmeji01,Jim Palmer,1959,1961,F-C,203,224,1933-06-08,Dayton
palmetr01,Trayvon Palmer,2022,2022,G,198,200,1994-11-13,"North Dakota State College of Science, Chicago State"
palmewa01,Walter Palmer,1991,1993,C-F,216,215,1968-10-23,Dartmouth College
pangoke01,Kevin Pangos,2022,2022,G,188,179,1993-01-26,Gonzaga
pankoan01,Andy Panko,2001,2001,F,206,222,1977-11-27,Lebanon Valley College
papagge01,Georgios Papagiannis,2017,2018,C,216,240,1997-07-03,
papanko01,Kostas Papanikolaou,2015,2016,F,203,225,1990-07-31,
pargoja01,Jannero Pargo,2003,2015,G,185,175,1979-10-22,Arkansas
pargoje01,Jeremy Pargo,2012,2020,G,188,219,1986-03-17,Gonzaga
parhaea01,Easy Parham,1949,1951,F-G,190,200,1921-12-27,Texas Wesleyan University
parisro01,Robert Parish,1977,1997,C,216,230,1953-08-30,Centenary (LA)
parkme01,Med Park,1956,1960,G-F,188,205,1933-04-11,Missouri
parkean01,Anthony Parker,1998,2012,G,198,215,1975-06-19,Bradley
parkeja01,Jabari Parker,2015,2022,F,203,245,1995-03-15,Duke
parkesm01,Smush Parker,2003,2008,G,193,190,1981-06-01,Fordham
parkeso01,Sonny Parker,1977,1982,F-G,198,200,1955-03-22,Texas A&M
parketo01,Tony Parker,2002,2019,G,188,185,1982-05-17,
parkhba01,Barry Parkhill,1974,1976,G,193,185,1951-05-10,Virginia
parkija01,Jack Parkinson,1950,1950,G,183,174,1924-03-04,Kentucky
parksch01,Charley Parks,1969,1969,F,196,210,,Idaho State University
parksch02,Cherokee Parks,1996,2004,C-F,211,235,1972-10-11,Duke
parksri01,Rich Parks,1968,1968,F,201,235,1943-10-28,Saint Louis
parrja01,Jack Parr,1959,1959,C,206,220,1936-03-13,Kansas State
parrado01,Doyle Parrack,1947,1947,F-G,183,165,1921-12-06,Oklahoma State
parslch01,Charlie Parsley,1950,1950,G,188,175,1925-10-13,Western Kentucky
parsoch01,Chandler Parsons,2012,2020,F,206,230,1988-10-25,Florida
pascher01,Eric Paschall,2020,2022,F,198,255,1996-11-04,"Fordham, Villanova"
pasecan01,Anžejs Pasečņiks,2020,2021,C,216,229,1995-12-20,
paspaza01,Žarko Paspalj,1990,1990,F,206,215,1966-03-27,
passama01,Marty Passaglia,1947,1949,G,185,170,1919-04-22,Santa Clara
pastuge01,George Pastushok,1947,1947,G,185,195,1922-07-13,St. John's
patrimy01,Myles Patrick,1981,1981,F,203,220,1954-11-19,Auburn
patrist01,Stan Patrick,1950,1950,F-G,188,185,1922-05-05,Illinois
pattean01,Andrae Patterson,1999,2000,F,206,238,1975-11-12,Indiana
pattege01,George Patterson,1968,1968,C-F,203,230,1939-11-26,Toledo
pattela01,Lamar Patterson,2016,2017,G-F,196,225,1991-08-12,Pitt
pattepa01,Patrick Patterson,2011,2021,F,203,235,1989-03-14,Kentucky
patteru01,Ruben Patterson,1999,2008,F,196,224,1975-07-31,Cincinnati
pattest01,Steve Patterson,1972,1976,C,206,225,1948-06-24,UCLA
patteto01,Tom Patterson,1973,1974,F,198,220,1948-10-15,Ouachita Baptist University
pattewo01,Worthy Patterson,1958,1958,G,188,175,1931-06-17,UConn
pattoju01,Justin Patton,2018,2021,C,211,241,1997-06-14,Creighton
paulbr01,Brandon Paul,2018,2018,G,193,200,1991-04-30,Illinois
paulch01,Chris Paul,2006,2023,G,183,175,1985-05-06,Wake Forest
paulkch01,Charlie Paulk,1969,1972,F-C,203,219,1946-06-14,Northeastern State University
paulsje01,Jerry Paulson,1958,1958,G,188,185,1935-07-21,Manhattan College
paultbi01,Billy Paultz,1971,1985,C-F,211,235,1948-07-30,"Cameron University, St. John's"
pavloal01,Sasha Pavlović,2004,2013,G-F,203,220,1983-11-15,
paxsoji01,Jim Paxson,1957,1958,F-G,198,200,1932-12-19,Dayton
paxsoji02,Jim Paxson,1980,1990,G-F,198,200,1957-07-09,Dayton
paxsojo01,John Paxson,1984,1994,G,188,185,1960-09-29,Notre Dame
payakjo01,Johnny Payak,1950,1953,G-F,193,174,1926-11-20,Bowling Green
paynead01,Adreian Payne,2015,2018,F-C,208,237,1991-02-19,Michigan State
payneca01,Cameron Payne,2016,2023,G,185,183,1994-08-08,Murray State
payneke01,Kenny Payne,1990,1993,F-G,203,195,1966-11-25,Louisville
payneto01,Tom Payne,1972,1972,C,218,240,1950-11-19,Kentucky
paytoel01,Elfrid Payton,2015,2022,G,190,195,1994-02-22,Louisiana
paytoga01,Gary Payton,1991,2007,G,193,180,1968-07-23,Oregon State
paytoga02,Gary Payton II,2017,2023,G,190,190,1992-12-01,Oregon State
paytome01,Mel Payton,1952,1953,F-G,193,185,1926-07-16,Tulane
pearcge01,George Pearcy,1947,1947,G,185,165,1919-07-02,Indiana State University
pearche01,Henry Pearcy,1947,1947,G,185,170,1922-07-21,Indiana State University
pecheol01,Oleksiy Pecherov,2008,2010,C,213,232,1985-12-08,
peckwi01,Wiley Peck,1980,1980,G,201,220,1957-09-15,Mississippi State
peekri01,Rich Peek,1968,1968,C,211,230,1943-10-28,"Florida, Louisiana Tech"
peelean01,Anthony Peeler,1993,2005,G,193,208,1969-11-25,Missouri
peeplge01,George Peeples,1968,1973,C-F,201,190,1943-10-30,Iowa
pekovni01,Nikola Peković,2011,2016,C,211,307,1986-01-03,
pelkija01,Jake Pelkington,1949,1949,C-F,198,220,1916-01-03,Manhattan College
pelleno01,Norvel Pelle,2020,2022,F-C,208,231,1993-02-03,
pellosa01,Sam Pellom,1980,1983,F-C,206,225,1951-10-02,Buffalo
penbemi01,Mike Penberthy,2001,2002,G,190,185,1974-11-29,Master's College
pendeje01,Jerry Pender,1974,1974,G,188,185,1950-02-12,"Merced College, Fresno State"
penigde01,Desmond Penigar,2004,2004,F,201,245,1981-07-16,Utah State University
penneki01,Kirk Penney,2004,2005,G,196,220,1980-11-23,Wisconsin
peplomi01,Mike Peplowski,1994,1996,C,208,270,1970-10-15,Michigan State
perduwi01,Will Perdue,1989,2001,C,213,240,1965-08-29,Vanderbilt
perkike01,Kendrick Perkins,2004,2018,C,208,270,1984-11-10,
