id,player,from,to,position,height,weight,birth_date,colleges
abdelal01,Alaa Abdelnaby,1991,1995,F-C,208,240,1968-06-24,Duke
abdulza01,Zaid Abdul-Aziz,1969,1978,C-F,206,235,1946-04-07,Iowa State
abdulka01,Kareem Abdul-Jabbar,1970,1989,C,218,225,1947-04-16,UCLA
abdulma02,Mahmoud Abdul-Rauf,1991,2001,G,185,162,1969-03-09,LSU
abdulta01,Tariq Abdul-Wahad,1998,2003,F,198,223,1974-11-03,"Michigan, San Jose State"
abdursh01,Shareef Abdur-Rahim,1997,2008,F,206,225,1976-12-11,California
abernto01,Tom Abernethy,1977,1981,F,201,220,1954-05-06,Indiana
ablefo01,Forest Able,1957,1957,G,190,180,1932-07-27,Western Kentucky
abramjo01,John Abramovic,1947,1948,F,190,195,1919-02-09,Salem University
abrinal01,Álex Abrines,2017,2019,G-F,198,200,1993-08-01,
achiupr01,Precious Achiuwa,2021,2023,F,203,225,1999-09-19,Memphis
ackeral01,Alex Acker,2006,2009,G,196,185,1983-01-21,Pepperdine
ackerdo01,Don Ackerman,1954,1954,G,183,183,1930-09-04,Long Island University
acresma01,Mark Acres,1988,1993,F-C,211,220,1962-11-15,Oral Roberts
actonbu01,Bud Acton,1968,1968,F,198,210,1942-01-11,Hillsdale College
acyqu01,Quincy Acy,2013,2019,F-C,201,240,1990-10-06,Baylor
adamsal01,Alvan Adams,1976,1988,C-F,206,210,1954-07-19,Oklahoma
adamsdo01,Don Adams,1971,1977,F,198,210,1947-11-27,Northwestern
adamsge01,George Adams,1973,1975,F-G,196,210,1949-05-15,Gardner-Webb University
adamsha01,Hassan Adams,2007,2009,G,193,220,1984-06-20,Arizona
adamsja01,Jaylen Adams,2019,2021,G,183,225,1996-05-04,St. Bonaventure
adamsjo01,Jordan Adams,2015,2016,G,196,209,1994-07-08,UCLA
adamsmi01,Michael Adams,1986,1996,G,178,162,1963-01-19,Boston College
adamsst01,Steven Adams,2014,2023,C,211,265,1993-07-20,Pitt
addisra01,Rafael Addison,1987,1997,F-G,201,215,1964-07-22,Syracuse
adebaba01,Bam Adebayo,2018,2023,C-F,206,255,1997-07-18,Kentucky
adelde01,Deng Adel,2019,2019,F,201,200,1997-02-01,Louisville
adelmri01,Rick Adelman,1969,1975,G,185,175,1946-06-16,Loyola Marymount
adrieje01,Jeff Adrien,2011,2015,F,201,245,1986-02-10,UConn
afflaar01,Arron Afflalo,2008,2018,G-F,196,210,1985-10-15,UCLA
agbajoc01,Ochai Agbaji,2023,2023,G,196,215,2000-04-20,Kansas
agerma01,Maurice Ager,2007,2011,G,196,202,1984-02-09,Michigan State
aguirma01,Mark Aguirre,1982,1994,F-G,198,232,1959-12-10,DePaul
ahearbl01,Blake Ahearn,2008,2012,G,188,190,1984-05-27,Missouri State
aingeda01,Danny Ainge,1982,1995,G,193,175,1959-03-17,BYU
aitchma01,Matt Aitch,1968,1968,F,201,230,1944-09-21,"Moberly Area Community College, Michigan State"
ajincal01,Alexis Ajinça,2009,2017,C-F,218,248,1988-05-06,
akinhe01,Henry Akin,1967,1969,C-F,208,225,1944-07-31,Morehead State University
akognjo01,Josh Akognon,2013,2013,G,180,185,1986-02-10,"Washington State, Cal State Fullerton"
akoonde01,DeVaughn Akoon-Purcell,2019,2019,G,198,200,1993-06-05,Illinois State
alabiso01,Solomon Alabi,2011,2012,C,216,251,1988-03-21,Florida State
alarima01,Mark Alarie,1987,1991,F,203,217,1963-12-11,Duke
alcorga01,Gary Alcorn,1960,1961,C,206,225,1936-10-08,Fresno State
aldamsa01,Santi Aldama,2022,2023,F,211,224,2001-01-10,Loyola (MD)
aldemfu01,Furkan Aldemir,2015,2015,F-C,208,240,1991-08-09,
aldrico01,Cole Aldrich,2011,2018,C,211,250,1988-10-31,Kansas
aldrila01,LaMarcus Aldridge,2007,2022,F-C,211,250,1985-07-19,Texas
aleksch01,Chuck Aleksinas,1985,1985,C,211,260,1959-02-26,"Kentucky, UConn"
alexacl01,Cliff Alexander,2016,2016,F,203,245,1995-11-16,Kansas
alexaco01,Cory Alexander,1996,2005,G,185,185,1973-06-22,Virginia
alexaco02,Courtney Alexander,2001,2003,G,196,205,1977-04-27,"Virginia, Fresno State"
alexaga01,Gary Alexander,1994,1994,F,201,240,1969-11-01,South Florida
alexajo01,Joe Alexander,2009,2010,F,203,230,1986-12-26,West Virginia
alexaky01,Kyle Alexander,2020,2020,F,211,220,1996-10-21,Tennessee
alexaty01,Ty-Shon Alexander,2021,2021,G,190,195,1998-07-16,Creighton
alexavi01,Victor Alexander,1992,2002,C-F,206,265,1969-08-31,Iowa State
alexani01,Nickeil Alexander-Walker,2020,2023,G,198,205,1998-09-02,Virginia Tech
alforst01,Steve Alford,1988,1991,G,188,183,1964-11-23,Indiana
alkinra01,Rawle Alkins,2019,2019,G,196,225,1997-10-29,Arizona
allenbi01,Bill Allen,1968,1968,C-F,203,205,,New Mexico State
allenbo01,Bob Allen,1969,1969,F,206,205,1946-07-17,Marshall
allengr01,Grayson Allen,2019,2023,G,193,198,1995-10-08,Duke
allenja01,Jarrett Allen,2018,2023,C-F,211,243,1998-04-21,Texas
allenje01,Jerome Allen,1996,1997,G,193,184,1973-01-28,Penn
allenka01,Kadeem Allen,2018,2020,G,185,200,1993-01-15,Arizona
allenla01,Lavoy Allen,2012,2017,F-C,206,260,1989-02-04,Temple
allenlu01,Lucius Allen,1970,1979,G,188,175,1947-09-26,UCLA
allenma01,Malik Allen,2002,2011,F-C,208,255,1978-06-27,Villanova
allenra01,Randy Allen,1989,1990,F,203,220,1965-01-26,Florida State
allenra02,Ray Allen,1997,2014,G,196,205,1975-07-20,UConn
allento01,Tony Allen,2005,2018,G-F,193,213,1982-01-11,"Butler County Community College, Oklahoma State"
allenwi01,Willie Allen,1972,1972,F,198,230,1949-02-08,Miami (FL)
allisod01,Odis Allison,1972,1972,F,198,195,1949-10-02,UNLV
allrela01,Lance Allred,2008,2008,C,211,250,1981-02-02,"Utah, Weber State"
allumda01,Darrell Allums,1981,1981,F,206,220,1958-09-12,UCLA
almonmo01,Morris Almond,2008,2012,G,198,225,1985-02-02,Rice University
alstode01,Derrick Alston,1995,1997,F,211,225,1972-08-20,Duquesne
alstora01,Rafer Alston,2000,2010,G,188,171,1976-07-24,Fresno State
alumape01,Peter Aluma,1999,1999,C,208,260,1973-04-23,Liberty
