id,player,from,to,position,height,weight,birth_date,colleges
eacklle01,Ledell Eackles,1989,1998,G-F,196,220,1966-11-24,New Orleans
eakinji01,Jim Eakins,1969,1978,C,211,215,1946-05-24,BYU
earlac01,Acie Earl,1994,1997,F-C,208,240,1970-06-23,Iowa
earleed01,Ed Earle,1954,1954,F,190,190,1927-04-28,Loyola Chicago
earlycl01,Cleanthony Early,2015,2016,F,203,210,1991-04-17,Wichita State
earlype01,Penny Early,1969,1969,G,160,114,1943-05-30,
easonta01,Tari Eason,2023,2023,F,203,216,2001-05-10,"Cincinnati, LSU"
eatonma01,Mark Eaton,1983,1993,C,224,275,1957-01-24,UCLA
eavesje01,Jerry Eaves,1983,1987,G,193,180,1959-02-08,Louisville
ebankde01,Devin Ebanks,2011,2013,F,206,215,1989-10-28,West Virginia
ebbenbi01,Bill Ebben,1958,1958,G,193,190,1935-10-07,Detroit Mercy
eberhal01,Al Eberhard,1975,1978,F,198,225,1952-05-10,Missouri
ebind01,Ndudi Ebi,2004,2005,F,206,200,1984-06-18,
ebronro01,Roy Ebron,1974,1974,C,206,220,1951-08-31,Louisiana
echenja01,Jaime Echenique,2022,2022,C,211,258,1997-04-27,"Trinity Valley CC, Wichita State"
eddieja01,Jarell Eddie,2016,2018,G-F,201,218,1991-10-30,Virginia Tech
eddiepa01,Patrick Eddie,1992,1992,C,211,240,1967-12-27,"Arkansas State University, Ole Miss"
eddledi01,Dike Eddleman,1950,1953,F-G,190,189,1922-12-27,Illinois
edelike01,Kenton Edelin,1985,1985,F,203,205,1962-05-24,Virginia
edgech01,Charles Edge,1974,1975,F,198,210,1950-02-23,LeMoyne-Owen College
edmonbo01,Bobby Edmonds,1968,1970,F,198,220,1941-03-08,Tennessee State
edmonke01,Keith Edmonson,1983,1984,G,196,195,1960-09-28,Purdue
edneyty01,Tyus Edney,1996,2001,G,178,152,1973-02-14,UCLA
edwaran01,Anthony Edwards,2021,2023,G,193,225,2001-08-05,Georgia
edwarbi01,Bill Edwards,1994,1994,F,203,215,1971-09-22,Wright State University
edwarbl01,Blue Edwards,1990,1999,G-F,193,200,1965-10-31,East Carolina University
edwarca01,Carsen Edwards,2020,2022,G,180,200,1998-03-12,Purdue
edwarco01,Corsley Edwards,2005,2005,F,206,275,1979-03-05,Central Connecticut State University
edwardo01,Doug Edwards,1994,1996,F,201,220,1971-01-21,Florida State
edwarfr01,Franklin Edwards,1982,1988,G,185,170,1959-02-02,Cleveland State University
edwarja01,James Edwards,1978,1996,C-F,213,225,1955-11-22,Washington
edwarja02,Jay Edwards,1990,1990,G,193,185,1969-01-03,Indiana
edwarjo01,John Edwards,2005,2006,C,213,275,1981-07-31,Kent State University
edwarke02,Kessler Edwards,2022,2023,F,203,215,2000-08-09,Pepperdine
edwarke01,Kevin Edwards,1989,2001,G,190,190,1965-10-30,DePaul
edwarro01,Rob Edwards,2022,2022,G,196,205,1997-01-20,"Cleveland State University, Arizona State"
edwarsh01,Shane Edwards,2014,2014,F,201,220,1987-05-31,Little Rock
edwarvi01,Vince Edwards,2019,2019,F,203,225,1996-04-05,Purdue
eganjo01,Johnny Egan,1962,1972,G,180,180,1939-01-31,Providence
egglelo01,Lonnie Eggleston,1949,1949,G,183,170,1918-06-08,Oklahoma State
ehlerbu01,Bulbs Ehlers,1948,1949,F-G,190,198,1923-03-10,Purdue
ehlocr01,Craig Ehlo,1984,1997,G-F,198,180,1961-08-11,"Odessa College, Washington State"
eichhdi01,Rich Eichhorst,1962,1962,G,190,200,1933-10-21,SE Missouri State
