id,player,from,to,position,height,weight,birth_date,colleges
yabusgu01,Guerschon Yabusele,2018,2019,F,203,260,1995-12-17,
yarbrvi01,Vincent Yarbrough,2003,2003,G-F,201,210,1981-03-21,Tennessee
yardlge01,George Yardley,1954,1960,F-G,196,190,1928-11-03,Stanford
yatesba01,Barry Yates,1972,1972,F,201,215,1946-01-30,Maryland
yateswa01,Wayne Yates,1962,1962,C,203,235,1937-11-07,Memphis
yelvech01,Charlie Yelverton,1972,1972,G-F,188,190,1948-12-05,Fordham
yonakri01,Rich Yonakor,1982,1982,F,206,220,1958-10-03,UNC
yorkga01,Gabe York,2022,2023,G,190,185,1993-08-02,Arizona
youngda01,Danny Young,1985,1995,G,190,175,1962-07-26,Wake Forest
youngja01,James Young,2015,2018,G-F,198,215,1995-08-16,Kentucky
youngjo01,Joe Young,2016,2018,G,188,180,1992-06-27,"Houston, Oregon"
youngko01,Korleone Young,1999,1999,F,201,213,1978-12-31,
youngmi01,Michael Young,1985,1990,F-G,201,220,1961-01-02,Houston
youngni01,Nick Young,2008,2019,G-F,201,210,1985-06-01,USC
youngpe01,Perry Young,1987,1987,G,196,210,1963-08-04,Virginia Tech
youngsa01,Sam Young,2010,2013,F,198,220,1985-06-01,Pitt
youngth01,Thaddeus Young,2008,2023,F,203,235,1988-06-21,Georgia Tech
youngti01,Tim Young,2000,2000,C,213,220,1976-02-06,Stanford
youngtr01,Trae Young,2019,2023,G,185,164,1998-09-19,Oklahoma
yuesu01,Sun Yue,2009,2009,G,206,205,1985-11-06,
yurtsom01,Omer Yurtseven,2022,2023,C,213,264,1998-06-19,"NC State, Georgetown"
