id,player,from,to,position,height,weight,birth_date,colleges
cabarza01,Žarko Čabarkapa,2004,2006,F,211,235,1981-05-21,
cableba01,Barney Cable,1959,1964,F,201,175,1935-07-29,Bradley
cabocbr01,Bruno Caboclo,2015,2021,F-C,206,218,1995-09-21,
cacokde01,Devontae Cacok,2020,2022,F,201,240,1996-10-08,UNC Wilmington
caffeja01,Jason Caffey,1996,2003,F,203,255,1973-06-12,Alabama
cagemi01,Michael Cage,1985,2000,F-C,206,224,1962-01-28,San Diego State
cainja01,Jamal Cain,2023,2023,F,201,191,1999-03-20,"Marquette, Oakland"
calabge01,Gerry Calabrese,1951,1952,G,185,175,1925-02-04,St. John's
calatni01,Nick Calathes,2014,2015,G,198,213,1989-02-07,Florida
caldejo01,José Calderón,2006,2019,G,190,200,1981-09-28,
caldwad01,Adrian Caldwell,1990,1998,F-C,203,265,1966-07-04,"SMU, Lamar"
caldwji01,Jim Caldwell,1968,1969,C,208,240,1943-01-28,Georgia Tech
caldwjo01,Joe Caldwell,1965,1975,F-G,196,195,1941-11-01,Arizona State
caldwke01,Kentavious Caldwell-Pope,2014,2023,G,196,204,1993-02-18,Georgia
calhobi01,Bill Calhoun,1949,1955,F-G,190,180,1927-11-04,City College of San Francisco
calhoco01,Corky Calhoun,1973,1980,F,201,210,1950-11-01,Penn
calipde01,Demetrius Calip,1992,1992,G,185,165,1969-11-18,Michigan
callato01,Tom Callahan,1947,1947,G,185,180,1921-06-02,Rockhurst University
callori01,Rick Calloway,1991,1991,F,198,180,1966-12-12,"Indiana, Kansas"
calveer01,Ernie Calverley,1947,1949,G,178,145,1924-01-30,Rhode Island
calvima01,Mack Calvin,1970,1981,G,183,165,1947-07-27,"Long Beach City College, USC"
cambrde01,Dexter Cambridge,1993,1993,F,201,224,1970-01-29,Texas
cambyma01,Marcus Camby,1997,2013,C-F,211,220,1974-03-22,UMass
campafa01,Facundo Campazzo,2021,2023,G,178,195,1991-03-23,
campbel01,Elden Campbell,1991,2005,C,211,215,1968-07-23,Clemson
campbto01,Tony Campbell,1985,1995,F-G,201,215,1962-05-07,Ohio State
canaais01,Isaiah Canaan,2014,2019,G,183,201,1991-05-21,Murray State
cancavl01,Vlatko Čančar,2020,2023,F,203,236,1997-04-10,
cannade01,Devin Cannady,2021,2022,G,188,183,1996-05-21,Princeton
cannola01,Larry Cannon,1970,1974,G,193,195,1947-04-12,La Salle
capelca01,Clint Capela,2015,2023,C,208,240,1994-05-18,
caracde01,Derrick Caracter,2011,2011,F,206,275,1988-05-04,"Louisville, Texas-El Paso"
cardfr01,Frank Card,1969,1973,F,201,195,1944-12-28,South Carolina State
cardibr01,Brian Cardinal,2001,2012,F,203,245,1977-05-02,Purdue
careyve01,Vernon Carey Jr.,2021,2023,C,206,270,2001-02-25,Duke
carlho01,Howie Carl,1962,1962,G,175,160,1938-06-07,DePaul
carlich01,Chet Carlisle,1947,1947,F-C,196,195,1916-11-02,California
carlige01,Geno Carlisle,2005,2005,G,190,180,1976-08-13,"Northwestern, California"
carliri01,Rick Carlisle,1985,1990,G,196,210,1959-10-27,"University of Maine, Virginia"
carlodo01,Don Carlos,1969,1969,G-F,196,210,1944-03-03,Otterbein College
carlsal01,Al Carlson,1976,1976,C,211,235,1951-09-17,Oregon
carlsdo01,Don Carlson,1947,1951,G-F,183,170,1919-03-22,Minnesota
carnebo01,Bob Carney,1955,1955,G,190,170,1932-08-03,Bradley
carnero01,Rodney Carney,2007,2011,F,201,205,1984-04-15,Memphis
carpebo01,Bob Carpenter,1950,1951,F-C,196,200,1917-11-06,Texas A&M University-Commerce
carran01,Antoine Carr,1985,2000,F-C,206,225,1961-07-23,Wichita State
carrau01,Austin Carr,1972,1981,G,193,200,1948-03-10,Notre Dame
carrch01,Chris Carr,1996,2001,G,196,207,1974-03-12,Southern Illinois
carrco01,Cory Carr,1999,1999,G,190,210,1975-12-05,Texas Tech
carrke01,Kenny Carr,1978,1987,F,201,220,1955-08-15,NC State
carrml01,M.L. Carr,1976,1985,F-G,198,205,1951-01-09,Guilford College
carrida01,Darel Carrier,1968,1973,G,190,185,1940-10-26,Western Kentucky
carribo01,Bob Carrington,1978,1980,G-F,198,195,1953-07-03,Boston College
carrode01,DeMarre Carroll,2010,2020,F,198,215,1986-07-27,"Vanderbilt, Missouri"
carrojo01,Joe Barry Carroll,1981,1991,C-F,213,225,1958-07-24,Purdue
carroma01,Matt Carroll,2004,2013,G,198,212,1980-08-28,Notre Dame
carruji01,Jimmy Carruth,1997,1997,C-F,208,265,1969-11-04,Virginia Tech
cartean01,Anthony Carter,2000,2012,G,185,190,1975-06-16,Hawaii
cartebu01,Butch Carter,1981,1986,G,196,180,1958-06-11,Indiana
cartefr01,Fred Carter,1970,1977,G-F,190,185,1945-02-14,Mount St. Mary's University
cartege01,George Carter,1968,1976,F-G,193,210,1944-01-10,St. Bonaventure
carteho01,Howard Carter,1984,1985,G,196,215,1961-10-26,LSU
carteja01,Jake Carter,1950,1950,F-C,193,195,1924-07-25,Texas A&M University-Commerce
carteje01,Jevon Carter,2019,2023,G,185,200,1995-09-14,West Virginia
