id,player,from,to,position,height,weight,birth_date,colleges
obannch01,Charles O'Bannon,1998,1999,G-F,196,209,1975-02-22,UCLA
obanned01,Ed O'Bannon,1996,1997,F,203,222,1972-08-14,UCLA
oboyljo01,John O'Boyle,1953,1953,G,188,185,1928-03-07,Colorado State
obriebo01,Bob O'Brien,1948,1949,F,193,190,1927-01-26,Pepperdine
obriejj01,J.J. O'Brien,2016,2016,F,201,228,1992-04-08,San Diego State
obrieji02,Jim O'Brien,1974,1975,F,201,200,1951-11-07,Maryland
obrieji01,Jimmy O'Brien,1972,1975,G,185,170,1950-04-09,Boston College
obriera01,Ralph O'Brien,1952,1953,G,175,160,1928-04-08,Butler
obryajo01,Johnny O'Bryant,2015,2018,F-C,206,257,1993-06-01,LSU
obryapa01,Patrick O'Bryant,2007,2010,C,213,260,1986-06-20,Bradley
oconnde01,Dermie O'Connell,1949,1950,G,183,174,1928-04-13,Holy Cross
odonnan01,Andy O'Donnell,1950,1950,G,185,180,1925-03-10,Loyola (MD)
ogradbu01,Buddy O'Grady,1947,1949,G,180,160,1920-01-19,Georgetown
ohanlfr01,Fran O'Hanlon,1971,1971,G,185,175,1948-08-24,Villanova
okeefdi01,Dick O'Keefe,1948,1951,G-F,188,185,1923-09-29,Santa Clara
okeefto01,Tommy O'Keefe,1951,1951,G,188,185,1928-06-03,Georgetown
okoremi01,Mike O'Koren,1981,1988,F-G,201,207,1958-02-07,UNC
omallgr01,Grady O'Malley,1970,1970,F,196,205,1948-04-25,Manhattan College
onealje01,Jermaine O'Neal,1997,2014,C-F,211,226,1978-10-13,
onealsh01,Shaquille O'Neal,1993,2011,C,216,325,1972-03-06,LSU
onealro01,Royce O'Neale,2018,2023,F,193,226,1993-06-05,"Denver, Baylor"
oneilmi01,Mike O'Neill,1953,1953,F,190,210,1928-08-11,California
oquinky01,Kyle O'Quinn,2013,2020,F-C,206,250,1990-03-26,Norfolk State
osheake01,Kevin O'Shea,1951,1953,G,188,175,1925-07-10,Notre Dame
oshiega01,Garland O'Shields,1947,1947,G-F,185,195,1921-05-23,Tennessee
osullda01,Dan O'Sullivan,1991,1996,C,208,250,1968-03-03,Fordham
oaklech01,Charles Oakley,1986,2004,F-C,203,225,1963-12-18,Virginia Union University
obertfa01,Fabricio Oberto,2006,2011,C-F,208,245,1975-03-21,
ochefda01,Daniel Ochefu,2017,2017,C,211,245,1993-12-15,Villanova
odengr01,Greg Oden,2009,2014,C,213,250,1988-01-22,Ohio State
odomla01,Lamar Odom,2000,2013,F,208,220,1979-11-06,Rhode Island
ogdenbu01,Bud Ogden,1970,1971,F,198,215,1946-12-29,Santa Clara
ogdenra01,Ralph Ogden,1971,1971,F,196,205,1948-01-25,Santa Clara
oggal01,Alan Ogg,1991,1993,C,218,240,1967-07-05,UAB
ohldo01,Don Ohl,1961,1970,G,190,190,1936-04-18,Illinois
ohlbrti01,Tim Ohlbrecht,2013,2013,C,211,255,1988-08-30,
ojelese01,Semi Ojeleye,2018,2022,F,198,240,1994-12-05,"Duke, SMU"
okafoem01,Emeka Okafor,2005,2018,C-F,208,252,1982-09-28,UConn
okafoja01,Jahlil Okafor,2016,2021,C-F,208,270,1995-12-15,Duke
okekech01,Chuma Okeke,2021,2023,F,198,229,1998-08-18,Auburn
okoboel01,Elie Okobo,2019,2020,G,190,190,1997-10-23,
okogijo01,Josh Okogie,2019,2023,G,193,213,1998-09-01,Georgia Tech
okongon01,Onyeka Okongwu,2021,2023,F,203,235,2000-12-11,USC
okorois01,Isaac Okoro,2021,2023,G-F,196,225,2001-01-26,Auburn
okpalkz01,KZ Okpala,2020,2023,F,203,215,1999-04-28,Stanford
okurme01,Mehmet Okur,2003,2012,C-F,211,249,1979-05-26,
oladivi01,Victor Oladipo,2014,2023,G,193,213,1992-05-04,Indiana
olajuha01,Hakeem Olajuwon,1985,2002,C,213,255,1963-01-21,Houston
olberma01,Mark Olberding,1976,1987,F,203,225,1956-04-21,Minnesota
oldhaja01,Jawann Oldham,1981,1991,C,213,215,1957-07-04,Seattle University
oldhajo01,John Oldham,1950,1951,G,190,175,1923-06-22,Western Kentucky
oleynfr01,Frank Oleynick,1976,1977,G,188,185,1955-02-20,Seattle University
olivejo01,John Olive,1979,1980,F,201,210,1955-03-01,Villanova
olivebr01,Brian Oliver,1991,1998,G,193,210,1968-06-01,Georgia Tech
oliveca01,Cameron Oliver,2021,2022,F,203,239,1996-07-11,Nevada
olivede01,Dean Oliver,2002,2003,G,180,180,1978-11-05,Iowa
oliveji01,Jimmy Oliver,1992,1999,G-F,196,205,1969-07-12,Purdue
ollieke01,Kevin Ollie,1998,2010,G,193,195,1972-12-27,UConn
ollrige01,Gene Ollrich,1950,1950,G,180,160,1922-06-30,Drake University
olowomi01,Michael Olowokandi,1999,2007,C,213,269,1975-04-03,University of the Pacific
olsenbu01,Bud Olsen,1963,1970,F-C,203,220,1940-07-25,Louisville
olynyke01,Kelly Olynyk,2014,2023,C-F,211,240,1991-04-19,Gonzaga
omorueu01,Eugene Omoruyi,2022,2023,F,201,244,1997-02-14,"Rutgers University, Oregon"
onimi01,Miye Oni,2020,2022,G,196,206,1997-08-04,Yale
onuakar01,Arinze Onuaku,2014,2017,C,206,255,1987-07-13,Syracuse
onuakch01,Chinanu Onuaku,2017,2018,F-C,208,245,1996-11-01,Louisville
ormsba01,Barry Orms,1969,1970,G,190,190,1946-05-01,Saint Louis
orrjo01,Johnny Orr,1950,1950,F,190,195,1927-06-10,Beloit College
orrlo01,Louis Orr,1981,1988,F,203,175,1958-05-07,Syracuse
ortizjo01,José Ortiz,1989,1990,F,208,225,1963-10-25,Oregon State
ortonda01,Daniel Orton,2012,2014,C-F,208,255,1990-08-06,Kentucky
osborch01,Chuck Osborne,1962,1962,F,198,210,1939-01-21,Western Kentucky
osmande01,Cedi Osman,2018,2023,F,201,230,1995-04-08,
osterwa01,Wally Osterkorn,1952,1955,F-C,196,215,1928-07-06,Illinois
ostergr01,Greg Ostertag,1996,2006,C,218,280,1973-03-06,Kansas
othicma01,Matt Othick,1993,1993,G,188,165,1969-03-16,Arizona
ottendo01,Don Otten,1950,1953,C,211,240,1921-04-18,Bowling Green
ottenma01,Mac Otten,1950,1950,F-C,201,220,1925-12-16,Bowling Green
oturuda01,Daniel Oturu,2021,2022,F-C,203,240,1999-09-20,Minnesota
oubreke01,Kelly Oubre Jr.,2016,2023,F,201,203,1995-12-09,Kansas
outlabo01,Bo Outlaw,1994,2008,F,203,210,1971-04-13,"South Plains College, Houston"
outlatr01,Travis Outlaw,2004,2014,F,206,210,1984-09-18,
overtcl01,Claude Overton,1953,1953,G,188,195,1927-12-16,East Central University
overtdo01,Doug Overton,1993,2004,G,190,190,1969-08-03,La Salle
owensan01,Andre Owens,2006,2008,G,193,200,1980-10-31,"Indiana, Houston"
owensbi01,Billy Owens,1992,2001,F-G,203,220,1969-05-01,Syracuse
owensch01,Chris Owens,2003,2003,F,201,245,1979-03-01,"Tulane, Texas"
owensed01,Eddie Owens,1978,1978,F,201,210,1953-12-26,UNLV
owensji01,Jim Owens,1974,1975,F,196,200,1950-05-01,Arizona State
owenske01,Keith Owens,1992,1992,F,201,225,1969-05-31,UCLA
owensla01,Larry Owens,2011,2012,F,201,210,1983-01-08,Oral Roberts
owensre01,Red Owens,1950,1952,G-F,190,185,1925-09-02,Baylor
owensta01,Tariq Owens,2020,2020,F,208,205,1995-06-30,"Tennessee, St. John's, Texas Tech"
owensto01,Tom Owens,1972,1983,C-F,208,215,1949-06-28,South Carolina
owesra01,Ray Owes,1997,1997,F,206,224,1972-12-11,Arizona
oyedeol01,Olumide Oyedeji,2001,2003,C,208,240,1981-05-11,
