id,player,from,to,position,height,weight,birth_date,colleges
fabeljo01,Joe Fabel,1947,1947,F-G,185,190,1917-05-15,Pitt
faircjo01,John Fairchild,1966,1970,F,203,205,1943-04-28,"Palomar College, BYU"
fallta01,Tacko Fall,2020,2022,C,229,311,1995-12-10,Central Florida
farbmph01,Phil Farbman,1949,1949,F,185,185,1924-04-03,City College of New York
farieke01,Kenneth Faried,2012,2019,F-C,203,220,1989-11-19,Morehead State University
farledi01,Dick Farley,1955,1959,G-F,193,190,1932-04-13,Indiana
farmajo01,Jordan Farmar,2007,2017,G,188,180,1986-11-30,UCLA
farmede01,Desmon Farmer,2007,2009,G,196,220,1981-10-07,USC
farmeji01,Jim Farmer,1988,1994,G,193,190,1964-09-23,Alabama
farmemi01,Mike Farmer,1959,1966,F,201,210,1936-09-26,San Francisco
farmeto01,Tony Farmer,1998,2000,F,206,244,1970-01-03,"San Jose State, Nebraska"
faughbo01,Bob Faught,1947,1947,F,196,185,1921-09-02,Notre Dame
favervi01,Vítor Luiz Faverani,2014,2014,C,211,260,1988-05-05,
favorde01,Derrick Favors,2011,2022,F-C,206,265,1991-07-15,Georgia Tech
fazekni01,Nick Fazekas,2008,2008,F,211,235,1985-06-17,Nevada
fedorda01,Dave Fedor,1963,1963,F,198,190,1940-12-10,Florida State
feeribo01,Bob Feerick,1947,1950,F-G,190,190,1920-01-02,Santa Clara
feherbu01,Butch Feher,1977,1977,G,193,185,1954-05-19,Vanderbilt
feickja01,Jamie Feick,1997,2001,C,206,255,1974-07-03,Michigan State
feierro01,Ron Feiereisel,1956,1956,G,190,185,1931-08-06,DePaul
feigege01,George Feigenbaum,1950,1953,G,185,185,1928-07-02,Kentucky
feitlda01,Dave Feitl,1987,1992,C,211,235,1962-06-08,Texas-El Paso
feldeka01,Kay Felder,2017,2018,G,175,176,1995-03-29,Oakland
feliccr01,Cristiano Felício,2016,2021,F-C,211,270,1992-07-07,
felixca01,Carrick Felix,2014,2014,G,198,201,1990-08-17,Arizona State
felixno01,Noel Felix,2006,2006,F,206,225,1981-10-04,Fresno State
felixra01,Ray Felix,1954,1962,C,211,220,1930-12-10,Long Island University
feltora01,Raymond Felton,2006,2019,G,185,205,1984-06-26,UNC
fendlja01,Jake Fendley,1952,1953,G,183,180,1929-06-12,Northwestern
fenlewa01,Warren Fenley,1947,1947,F,190,190,1922-02-08,Manhattan College
fergude01,Desmond Ferguson,2004,2004,G-F,201,203,1977-07-22,"Missouri, Detroit Mercy"
fergute01,Terrance Ferguson,2018,2021,G-F,198,190,1998-05-17,
fernaru01,Rudy Fernández,2009,2012,G,198,185,1985-04-04,
fernabr01,Bruno Fernando,2020,2023,F,206,240,1998-08-15,Maryland
fernser01,Eric Fernsten,1976,1984,C-F,208,205,1953-11-01,San Francisco
ferraal01,Al Ferrari,1956,1963,G-F,193,190,1933-07-06,Michigan State
ferrero01,Rolando Ferreira,1989,1989,C,216,240,1964-05-24,Houston
ferredu01,Duane Ferrell,1989,1999,F-G,201,209,1965-02-28,Georgia Tech
ferreyo01,Yogi Ferrell,2017,2021,G,183,178,1993-05-09,Indiana
ferriar01,Arnie Ferrin,1949,1951,F-G,188,180,1925-07-29,Utah
ferrybo01,Bob Ferry,1960,1969,C-F,203,230,1937-05-31,Saint Louis
ferryda01,Danny Ferry,1991,2003,F,208,230,1966-10-17,Duke
fesenky01,Kyrylo Fesenko,2008,2012,C,216,288,1986-12-24,
fieldbo01,Bobby Fields,1972,1972,G,190,175,1949-10-20,"Brandywine Junior College, La Salle"
fieldke01,Kenny Fields,1985,1988,F-G,196,220,1962-02-09,UCLA
fieldla01,Landry Fields,2011,2015,F,201,210,1988-06-27,Stanford
filipro01,Ron Filipek,1968,1968,F,196,205,1944-02-05,Tennessee Technological University
fillmgr01,Greg Fillmore,1971,1972,C,216,240,1947-03-07,Cheyney (PA)
finchla01,Larry Finch,1974,1975,G,188,185,1951-02-16,Memphis
finkeha01,Hank Finkel,1967,1975,C,213,240,1942-04-20,Dayton
finlemi01,Michael Finley,1996,2010,G-F,201,215,1973-03-06,Wisconsin
finnda01,Danny Finn,1953,1955,G,185,185,1928-05-29,St. John's
finnedo01,Dorian Finney-Smith,2017,2023,F,201,220,1993-05-04,Florida
fishma01,Matt Fish,1995,1997,C,211,235,1969-11-18,UNC Wilmington
